StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count
23502,94,714,7.595744680851064,1760
23503,335,3643,10.874626865671642,2253
23504,208,1927,9.264423076923077,2291
23505,115,1200,10.434782608695652,2081
23506,146,2723,18.65068493150685,2371
23507,119,2882,24.218487394957982,2244
23508,120,2627,21.891666666666666,2284
23509,65,1062,16.338461538461537,1926
23510,120,2521,21.008333333333333,2321
23511,98,571,5.826530612244898,2120
23512,57,500,8.771929824561404,1842
23513,70,566,8.085714285714285,1920
23514,74,478,6.45945945945946,1940
23515,71,579,8.154929577464788,1961
23516,42,296,7.0476190476190474,1082
23517,63,334,5.301587301587301,2053
23518,44,361,8.204545454545455,1424
23519,24,224,9.333333333333334,1344
23520,32,167,5.21875,1314
23521,44,413,9.386363636363637,2174
23522,32,354,11.0625,1996
23523,41,360,8.78048780487805,1338
23524,63,481,7.634920634920635,2108
23525,53,582,10.981132075471699,1913
23526,143,1012,7.076923076923077,2507
23527,48,420,8.75,1552
23528,50,479,9.58,2047
23529,37,637,17.216216216216218,1871
23530,87,1056,12.137931034482758,2093
23531,112,976,8.714285714285714,2085
23532,31,210,6.774193548387097,1572
23533,36,215,5.972222222222222,1698
23534,260,1387,5.334615384615384,2636
23535,215,1324,6.158139534883721,2580
23536,85,626,7.364705882352941,1961
23537,34,111,3.264705882352941,1902
23538,32,331,10.34375,1620
23539,41,247,6.024390243902439,1822
23540,14,150,10.714285714285714,1255
23541,152,872,5.7368421052631575,2368
23542,89,506,5.685393258426966,2184
23543,103,1236,12.0,1812
23544,20,164,8.2,413
23545,84,2480,29.523809523809526,1130
23546,120,3250,27.083333333333332,1731
23547,62,1575,25.403225806451612,1107
23548,43,1075,25.0,1180
23549,52,1305,25.096153846153847,1139
23550,64,1855,28.984375,1152
23551,136,1840,13.529411764705882,2603
23552,116,1863,16.060344827586206,2093
23553,68,568,8.352941176470589,1868
23554,57,422,7.4035087719298245,1843
23555,50,421,8.42,1632
23556,53,436,8.226415094339623,1376
23557,32,350,10.9375,1299
23558,52,415,7.980769230769231,1615
23559,124,649,5.233870967741935,2589
23560,26,172,6.615384615384615,1617
23561,16,170,10.625,1319
23562,43,251,5.837209302325581,1712
23564,76,644,8.473684210526315,2278
23565,63,410,6.507936507936508,2235
23566,83,881,10.614457831325302,2326
23567,37,211,5.702702702702703,2100
23568,48,630,13.125,2139
23569,192,954,4.96875,2337
23570,276,2772,10.043478260869565,2621
23571,257,2841,11.054474708171206,2602
23574,14,14,1.0,106
23575,32,179,5.59375,1856
23576,37,198,5.351351351351352,1799
23578,14,60,4.285714285714286,1266
23579,35,169,4.828571428571428,1894
23580,25,116,4.64,1446
23581,338,5020,14.85207100591716,2541
23582,259,4802,18.54054054054054,2404
23583,325,3385,10.415384615384616,2550
23597,31,249,8.03225806451613,1405
23598,47,427,9.085106382978724,1585
23601,4,8,2.0,1124
23602,1,1,1.0,502
23603,14,20,1.4285714285714286,1831
23604,2,4,2.0,477
23605,1,4,4.0,216
23607,7,8,1.1428571428571428,1575
23608,3,4,1.3333333333333333,1031
23609,1,1,1.0,538
23610,3,3,1.0,748
23611,16,40,2.5,1823
23612,2,5,2.5,714
23613,6,11,1.8333333333333333,1357
23614,11,26,2.3636363636363638,1757
23615,4,4,1.0,1144
23616,7,8,1.1428571428571428,1547
23617,1,2,2.0,502
23619,2,4,2.0,636
23620,7,10,1.4285714285714286,1104
23621,4,6,1.5,1269
23623,6,8,1.3333333333333333,1193
23624,4,4,1.0,935
23625,4,9,2.25,1431
23626,16,43,2.6875,1945
23627,2,7,3.5,788
23628,1,1,1.0,1109
23629,10,24,2.4,1573
23630,2,2,1.0,687
23632,10,15,1.5,1617
23633,3,3,1.0,1380
23634,5,5,1.0,1485
23635,3,3,1.0,1056
23636,7,9,1.2857142857142858,1505
23637,9,11,1.2222222222222223,1481
23638,2,2,1.0,762
23639,4,4,1.0,1397
23640,8,9,1.125,1613
23643,1,1,1.0,1109
23644,5,5,1.0,1175
23645,4,9,2.25,1121
23646,5,8,1.6,1132
23649,2,2,1.0,826
23650,4,4,1.0,1216
23652,1,2,2.0,571
23654,4,5,1.25,1160
23660,42,306,7.285714285714286,1889
23661,33,219,6.636363636363637,1923
23664,1,1,1.0,28
23681,132,1576,11.93939393939394,2101
23691,38,1175,30.92105263157895,827
23692,2,50,25.0,92
23694,41,376,9.170731707317072,2070
23695,57,741,13.0,2009
23697,35,456,13.028571428571428,1855
23702,3,4,1.3333333333333333,0
23843,1,80995,80995.0,0
35001G,30,198,6.6,1579
35001W,5,92,18.4,90
35004B,111,577,5.198198198198198,2451
35004C,39,394,10.102564102564102,598
35004G,21,127,6.0476190476190474,648
35004P,1,1,1.0,37
35095A,100,925,9.25,2967
35095B,98,862,8.795918367346939,2922
35241,44,103,2.340909090909091,1791
35265,12,17,1.4166666666666667,524
35271S,2,19,9.5,82
35400,5,10,2.0,176
35443,6,8,1.3333333333333333,363
35471D,223,1848,8.286995515695068,3118
35591T,4,5,1.25,280
35597A,1,1,1.0,22
35597B,1,1,1.0,22
35597D,2,46,23.0,35
35598A,2,9,4.5,129
35598B,25,558,22.32,1416
35598C,2,2,1.0,52
35598D,42,684,16.285714285714285,2245
35599B,27,217,8.037037037037036,1543
35599D,34,201,5.911764705882353,2063
35607A,2,26,13.0,290
35607B,7,96,13.714285714285714,250
35609A,1,1,1.0,606
35610A,3,10,3.3333333333333335,871
35610B,1,24,24.0,6
35610C,2,25,12.5,610
35637A,28,170,6.071428571428571,1522
35637C,9,30,3.3333333333333335,537
35638A,5,38,7.6,163
35638B,5,57,11.4,488
35645,3,4,1.3333333333333333,125
35646,94,619,6.585106382978723,2826
35647,2,13,6.5,51
35648,128,979,7.6484375,2950
35649,35,57,1.6285714285714286,2395
35650,1,1,1.0,63
35651,58,451,7.775862068965517,2172
35653,52,150,2.8846153846153846,2376
35809A,62,420,6.774193548387097,1944
35809B,3,8,2.6666666666666665,98
35809a,9,9,1.0,309
35810A,75,633,8.44,2274
35810B,26,152,5.846153846153846,1274
35815P,5,162,32.4,214
35816P,2,78,39.0,35
35817P,2,18,9.0,27
35818B,3,31,10.333333333333334,135
35818P,19,263,13.842105263157896,1007
35819B,24,268,11.166666666666666,998
35819P,7,95,13.571428571428571,342
35833G,1,2,2.0,567
35833P,22,49,2.227272727272727,1959
35909A,3,8,2.6666666666666665,209
35909B,2,8,4.0,114
35910A,4,20,5.0,214
35910B,3,13,4.333333333333333,129
35911A,70,319,4.557142857142857,2326
35911B,15,119,7.933333333333334,1126
35912B,20,252,12.6,811
35913B,10,36,3.6,475
35914,40,195,4.875,1752
35915B,50,220,4.4,1795
35915C,60,315,5.25,1899
35916A,29,87,3.0,2049
35916B,32,91,2.84375,2090
35916C,20,106,5.3,1871
35920,15,72,4.8,915
35921,23,68,2.9565217391304346,1227
35922,10,28,2.8,330
35923,62,1318,21.258064516129032,2262
35924,72,820,11.38888888888889,2721
35933,19,226,11.894736842105264,1161
35953,131,3581,27.33587786259542,2583
35954,54,1245,23.055555555555557,2318
35957,41,688,16.78048780487805,2148
35958,3,12,4.0,108
35961,244,2986,12.237704918032787,3156
35964,100,783,7.83,2874
35965,69,366,5.304347826086956,2561
35966,2,27,13.5,88
35967,67,485,7.2388059701492535,2664
35968,19,163,8.578947368421053,1211
35970,456,5050,11.074561403508772,2834
35971,88,462,5.25,2692
35972,16,96,6.0,689
37327,81,1578,19.48148148148148,2495
37330,1,6,6.0,150
37333,17,21,1.2352941176470589,725
37340,135,2544,18.844444444444445,2517
37342,109,1570,14.403669724770642,2435
37343,13,72,5.538461538461538,1357
37351,2,10,5.0,66
37370,159,2567,16.144654088050313,2640
37379A,1,6,6.0,45
37413,81,703,8.679012345679013,1769
37423,3,78,26.0,108
37444A,18,53,2.9444444444444446,1482
37444B,3,4,1.3333333333333333,145
37444C,9,21,2.3333333333333335,1068
37446,183,1354,7.398907103825136,2640
37447,115,820,7.130434782608695,2691
37448,187,1451,7.759358288770054,2675
37449,154,563,3.655844155844156,1920
37450,134,714,5.3283582089552235,2633
37461,1,1,1.0,40
37462E,12,36,3.0,1734
37464,2,3,1.5,86
37467,17,159,9.352941176470589,1469
37468,13,64,4.923076923076923,708
37471,3,29,9.666666666666666,113
37474,1,1,1.0,673
37475,43,70,1.627906976744186,1740
37476,26,37,1.4230769230769231,1715
37479B,21,131,6.238095238095238,989
37479P,32,163,5.09375,1644
37482P,47,494,10.51063829787234,1777
37487B,2,68,34.0,44
37488A,3,28,9.333333333333334,127
37489A,14,33,2.357142857142857,415
37489B,12,31,2.5833333333333335,338
37489C,8,23,2.875,236
37489D,16,40,2.5,469
37491A,4,6,1.5,1487
37491B,1,4,4.0,48
37491C,1,8,8.0,48
37491D,2,4,2.0,250
37495,92,440,4.782608695652174,1857
37500,113,380,3.3628318584070795,2686
37501,49,133,2.7142857142857144,1734
37509,2,2,1.0,83
40001,56,821,14.660714285714286,2184
40003,15,155,10.333333333333334,631
40005B,4,12,3.0,163
40016,97,5556,57.27835051546392,2251
40046A,6,50,8.333333333333334,223
44089A,4,15,3.75,224
44089C,6,24,4.0,199
44091A,3,9,3.0,253
44092B,5,14,2.8,211
44092C,8,20,2.5,243
44228,2,36,18.0,40
44234,33,693,21.0,1805
44235,13,538,41.38461538461539,381
44236,6,52,8.666666666666666,269
44242A,1,12,12.0,26
44242B,3,52,17.333333333333332,69
44265,1,2,2.0,13
45013,2,3,1.5,36
46000M,137,1021,7.452554744525547,1724
46000P,6,18,3.0,80
46000R,38,103,2.710526315789474,993
46000S,185,1556,8.41081081081081,1877
46000U,26,107,4.115384615384615,703
46115B,2,12,6.0,69
46118,46,232,5.043478260869565,2484
46126A,8,52,6.5,499
46138B,12,43,3.5833333333333335,464
46775D,39,60,1.5384615384615385,2113
46776A,70,155,2.2142857142857144,2693
46776B,88,161,1.8295454545454546,2827
46776C,59,117,1.9830508474576272,2706
46776D,37,89,2.4054054054054053,2445
46776E,38,67,1.763157894736842,2401
46776F,89,210,2.359550561797753,2780
46776a,1,5,5.0,1109
46776b,1,1,1.0,1109
46776e,1,1,1.0,1109
46776f,1,7,7.0,1109
47013A,4,14,3.5,199
47013C,12,52,4.333333333333333,846
47016,1,2,2.0,144
47021G,27,582,21.555555555555557,1783
47310M,121,410,3.3884297520661155,2842
47341A,5,27,5.4,115
47341B,11,45,4.090909090909091,614
47343A,14,159,11.357142857142858,468
47344B,6,44,7.333333333333333,281
47348A,15,97,6.466666666666667,320
47351B,9,86,9.555555555555555,422
47367B,43,112,2.604651162790698,2317
47369A,20,33,1.65,1982
47369B,22,35,1.5909090909090908,2152
47420,13,196,15.076923076923077,675
47421,55,994,18.072727272727274,1410
47422,45,617,13.71111111111111,1388
47469,12,469,39.083333333333336,576
47471,39,290,7.435897435897436,2328
47480,86,746,8.674418604651162,2739
47481,23,225,9.782608695652174,1508
47503A,163,2734,16.773006134969325,2188
47503H,37,100,2.7027027027027026,1797
47503J,2,3,1.5,79
47504H,118,978,8.288135593220339,2788
47504K,212,2018,9.518867924528301,2826
47518F,28,827,29.535714285714285,835
47518f,5,5,1.0,298
47556B,2,2600,1300.0,4
47559B,287,2077,7.2369337979094075,3027
47559b,28,103,3.6785714285714284,498
47563A,105,285,2.7142857142857144,2882
47566,1685,18283,10.850445103857567,3480
47566B,365,2379,6.517808219178082,2857
47566b,102,199,1.9509803921568627,866
47567B,133,602,4.526315789473684,2537
47570B,31,185,5.967741935483871,1303
47570b,2,2,1.0,154
47574A,114,548,4.807017543859649,2437
47574B,2,4,2.0,90
47578A,45,213,4.733333333333333,2147
47579,1,1,1.0,94
47580,110,388,3.5272727272727273,2511
47585A,83,264,3.180722891566265,2574
47586A,8,21,2.625,279
47589,3,13,4.333333333333333,121
47590A,390,1990,5.102564102564102,2865
47590B,393,2323,5.910941475826972,2822
47590b,9,12,1.3333333333333333,411
47591B,56,209,3.732142857142857,2222
47591D,439,3207,7.305239179954442,3080
47591b,1,1,1.0,203
47591d,56,134,2.392857142857143,844
47593A,12,33,2.75,558
47593B,245,1987,8.110204081632654,3186
47593b,1,6,6.0,1109
47594A,50,108,2.16,2130
47594B,56,170,3.0357142857142856,2101
47599A,165,2456,14.884848484848485,2395
47599B,118,1480,12.542372881355933,1886
48111,233,1172,5.030042918454936,2963
48116,201,1491,7.417910447761194,2336
48129,205,904,4.409756097560976,2765
48138,616,3751,6.089285714285714,3070
48173C,188,1799,9.569148936170214,2459
48173c,7,15,2.142857142857143,209
48184,407,2035,5.0,2941
48185,365,3615,9.904109589041095,2942
48187,600,3807,6.345,3060
48188,287,2064,7.191637630662021,2917
48189,17,27,1.588235294117647,221
48194,592,3416,5.77027027027027,3162
51008,22,519,23.59090909090909,587
51014A,239,3842,16.07531380753138,3080
51014C,174,2687,15.442528735632184,2927
51014L,149,2059,13.818791946308725,2851
51014c,1,1,1.0,1109
51020A,18,325,18.055555555555557,527
51020B,15,197,13.133333333333333,469
62018,61,4415,72.37704918032787,1240
62043B,5,17,3.4,207
62074B,4,16,4.0,149
62086A,14,88,6.285714285714286,390
62094B,8,19,2.375,1154
62096A,8,106,13.25,140
62096B,1,2,2.0,88
62097B,3,9,3.0,79
70006,120,2702,22.516666666666666,2789
70007,107,841,7.859813084112149,2968
71038,47,238,5.0638297872340425,1001
71050,6,33,5.5,280
71053,333,1944,5.837837837837838,3061
71101E,22,346,15.727272727272727,730
71143,37,178,4.8108108108108105,2362
71215,2,11,5.5,58
71270,49,236,4.816326530612245,2229
71279,38,175,4.605263157894737,2083
71403,33,76,2.303030303030303,1989
71406C,21,138,6.571428571428571,900
71459,440,13605,30.920454545454547,3061
71477,316,6748,21.354430379746834,3071
71495A,8,103,12.875,1109
71495B,8,163,20.375,916
71496A,12,127,10.583333333333334,1533
71496B,4,13,3.25,164
71510,8,52,6.5,490
72024U,3,72,24.0,94
72051S,13,130,10.0,1523
72122,61,324,5.311475409836065,2492
72127,30,169,5.633333333333334,1156
72128,36,193,5.361111111111111,1762
72130,27,219,8.11111111111111,1529
72131,18,136,7.555555555555555,601
72132,12,28,2.3333333333333335,587
72133,16,45,2.8125,1239
72134,11,105,9.545454545454545,1392
72140E,8,31,3.875,292
72225C,17,624,36.705882352941174,968
72232,65,3317,51.03076923076923,1539
72349B,114,729,6.394736842105263,2713
72349b,82,159,1.9390243902439024,1083
72351A,153,1264,8.261437908496733,2717
72351B,186,2096,11.268817204301076,2863
72351a,12,15,1.25,484
72369A,5,30,6.0,592
72586,83,691,8.325301204819278,2750
72598,93,607,6.526881720430108,2849
72709,7,44,6.285714285714286,226
72741,292,5958,20.404109589041095,3013
72760B,153,409,2.673202614379085,2311
72780,20,137,6.85,759
72783,2,16,8.0,152
72798C,3,7,2.3333333333333335,64
72799C,19,81,4.2631578947368425,913
72799E,76,451,5.934210526315789,2688
72799F,30,144,4.8,1628
72800B,38,142,3.736842105263158,1300
72800C,35,130,3.7142857142857144,1526
72800D,31,87,2.806451612903226,980
72800E,136,538,3.9558823529411766,2847
72801C,19,145,7.631578947368421,1506
72801D,18,75,4.166666666666667,1342
72801G,13,45,3.4615384615384617,708
72801c,25,39,1.56,717
72801d,44,75,1.7045454545454546,827
72802A,63,323,5.126984126984127,1837
72802B,82,1028,12.536585365853659,1715
72802C,105,1395,13.285714285714286,2224
72802a,2,7,3.5,74
72802c,1,1,1.0,281
72803A,41,529,12.902439024390244,1429
72803b,1,1,1.0,0
72807A,107,393,3.6728971962616823,2764
72807B,110,395,3.590909090909091,2671
72807C,157,721,4.592356687898089,2827
72807a,5,8,1.6,452
72807b,4,4,1.0,113
72807c,5,5,1.0,483
72811,8,53,6.625,920
72812,11,34,3.090909090909091,1525
72815,2,3,1.5,142
72816,69,892,12.927536231884059,2656
72817,161,1212,7.527950310559007,2961
72818,76,1845,24.276315789473685,2260
72819,43,225,5.232558139534884,2088
72821,4,11,2.75,142
75011,12,172,14.333333333333334,533
75013B,6,25,4.166666666666667,227
75049L,205,7102,34.64390243902439,2799
75131,15,490,32.666666666666664,934
75172,8,93,11.625,230
75178,13,459,35.30769230769231,1111
77079,1,1,1.0,80
77101A,22,387,17.59090909090909,924
78033,8,38,4.75,98
78034B,6,8,1.3333333333333333,180
78124,18,198,11.0,551
79000,125,4162,33.296,2366
79026B,9,25,2.7777777777777777,288
79030D,47,581,12.361702127659575,1915
79030G,67,1403,20.940298507462686,1791
79051A,41,823,20.073170731707318,1409
79062D,4,52,13.0,67
79063C,14,235,16.785714285714285,838
79063D,11,189,17.181818181818183,565
79066K,146,783,5.363013698630137,2889
79066k,10,17,1.7,528
79067,38,172,4.526315789473684,1801
79071B,11,20,1.8181818181818181,417
79144B,53,180,3.3962264150943398,2679
79144C,51,152,2.980392156862745,2673
79149B,8,18,2.25,375
79151B,2,11,5.5,74
79157B,2,4,2.0,71
79157V,3,5,1.6666666666666667,105
79160,49,444,9.061224489795919,1378
79161A,2,2,1.0,149
79163,35,1529,43.68571428571428,712
79164,19,1666,87.6842105263158,466
79190A,63,384,6.095238095238095,2624
79190B,57,707,12.403508771929825,2491
79190D,47,265,5.638297872340425,2474
79191B,30,159,5.3,1703
79191C,65,1105,17.0,1496
79191D,16,35,2.1875,1957
79192A,2,3,1.5,255
79302M,62,370,5.967741935483871,2339
79321,661,10302,15.585476550680786,3313
79323B,1,8,8.0,2
79323P,1,4,4.0,2
79329,2,12,6.0,72
79331,3,26,8.666666666666666,52
79336,3,36,12.0,75
79337,10,644,64.4,187
79403,15,95,6.333333333333333,1241
79406,8,144,18.0,968
81950B,8,116,14.5,471
81950V,6,20,3.3333333333333335,380
81952B,9,200,22.22222222222222,289
81952V,24,365,15.208333333333334,800
81953B,3,11,3.6666666666666665,189
81953P,3,28,9.333333333333334,222
82001S,127,1582,12.456692913385826,2656
82001s,27,122,4.518518518518518,808
82011A,12,18,1.5,272
82011B,21,43,2.0476190476190474,610
82011C,20,51,2.55,612
82095,30,68,2.2666666666666666,1839
82482,1100,8986,8.16909090909091,3417
82483,543,2386,4.394106813996316,3045
82484,685,6012,8.776642335766423,3213
82486,605,2136,3.530578512396694,3057
82494L,910,6735,7.4010989010989015,3301
82494l,61,264,4.327868852459017,995
82551,351,2918,8.313390313390313,3242
82552,364,3012,8.274725274725276,3161
82567,291,711,2.443298969072165,3207
82578,305,2058,6.747540983606557,3210
82580,631,5881,9.32012678288431,3428
82581,405,3883,9.587654320987655,3142
82582,437,4365,9.988558352402746,3189
82583,609,7258,11.917898193760262,3285
82599,141,508,3.602836879432624,2399
82600,545,6013,11.03302752293578,3195
82605,3,14,4.666666666666667,91
82613A,18,71,3.9444444444444446,1012
82613B,111,583,5.252252252252252,2836
82613C,96,537,5.59375,2767
82613D,111,696,6.27027027027027,2858
82613a,1,1,1.0,57
82613b,4,4,1.0,193
82613c,4,5,1.25,299
82615,1,36,36.0,15
82616B,73,343,4.698630136986301,2611
82616C,85,324,3.8117647058823527,2650
84006,105,918,8.742857142857142,2743
84012,115,1265,11.0,2506
84016,2,27,13.5,156
84029E,429,4734,11.034965034965035,3004
84029G,459,3319,7.230936819172113,3217
84030E,334,1497,4.482035928143713,3121
84030e,41,108,2.6341463414634148,243
84031A,165,430,2.606060606060606,3069
84031B,143,303,2.1188811188811187,3018
84031a,1,1,1.0,1109
84031b,1,1,1.0,1109
84032A,313,1003,3.2044728434504792,3261
84032B,255,936,3.6705882352941175,3223
84033,7,23,3.2857142857142856,288
84050,256,3229,12.61328125,3010
84051,25,281,11.24,1103
84077,535,54951,102.71214953271028,3125
84078A,155,415,2.6774193548387095,2655
84086B,7,16,2.2857142857142856,303
84086C,53,218,4.113207547169812,2440
84192,25,111,4.44,738
84199,31,138,4.451612903225806,1048
84201B,2,13,6.5,162
84201C,1,5,5.0,19
84206A,3,24,8.0,201
84206B,1,5,5.0,32
84206C,2,8,4.0,132
84212,111,10315,92.92792792792793,1992
84218,41,123,3.0,1174
84226,10,51,5.1,325
84227,1,1,1.0,49
84228,27,297,11.0,1613
84231,20,108,5.4,838
84247E,48,140,2.9166666666666665,2071
84247G,32,357,11.15625,1696
84247K,9,22,2.4444444444444446,311
84247L,19,128,6.7368421052631575,1541
84247N,18,22,1.2222222222222223,768
84249A,27,174,6.444444444444445,2051
84251B,53,245,4.622641509433962,2352
84251C,40,127,3.175,2020
84251G,53,270,5.09433962264151,2542
84270,4,17,4.25,1246
84279B,69,192,2.782608695652174,1579
84279P,126,377,2.992063492063492,2726
84306,9,10,1.1111111111111112,891
84313B,39,127,3.2564102564102564,1922
84313C,43,504,11.720930232558139,1886
84341B,40,645,16.125,1871
84347,449,9461,21.071269487750556,3261
84352,23,34,1.4782608695652173,1044
84356,82,424,5.170731707317073,2392
84358,13,33,2.5384615384615383,410
84360,20,78,3.9,635
84375,517,4311,8.338491295938104,3311
84378,685,6332,9.243795620437956,3409
84380,688,5799,8.428779069767442,3356
84387A,1,11,11.0,64
84388,6,24,4.0,302
84402B,3,61,20.333333333333332,133
84406B,284,2015,7.095070422535211,2955
84415A,2,12,6.0,51
84415B,3,8,2.6666666666666665,60
84422,15,566,37.733333333333334,1306
84429A,21,54,2.5714285714285716,1788
84452,16,74,4.625,587
84457,26,126,4.846153846153846,1304
84459A,91,716,7.868131868131868,2524
84459B,91,721,7.923076923076923,2216
84461,14,41,2.9285714285714284,531
84462,6,12,2.0,200
84465,7,10,1.4285714285714286,283
84466,10,46,4.6,353
84497,7,13,1.8571428571428572,368
84499,2,7,3.5,61
84507B,22,39,1.7727272727272727,1373
84507C,28,66,2.357142857142857,1199
84508A,36,1631,45.30555555555556,602
84508B,30,56,1.8666666666666667,748
84508C,25,56,2.24,1584
84509A,230,896,3.8956521739130436,3120
84509B,79,217,2.7468354430379747,2384
84509C,51,130,2.549019607843137,2481
84509E,23,91,3.9565217391304346,1961
84509G,66,517,7.833333333333333,2180
84509a,68,104,1.5294117647058822,954
84509b,4,5,1.25,399
84509c,27,43,1.5925925925925926,871
84509g,2,2,1.0,77
84510A,239,1196,5.00418410041841,3103
84510C,54,132,2.4444444444444446,2501
84510E,16,34,2.125,1521
84510a,40,53,1.325,498
84510c,23,40,1.7391304347826086,832
84510e,1,1,1.0,42
84519A,88,512,5.818181818181818,2371
84519B,126,471,3.738095238095238,2623
84520B,80,554,6.925,2175
84522,12,20,1.6666666666666667,1236
84527,8,52,6.5,956
84531A,29,147,5.068965517241379,1215
84531B,28,155,5.535714285714286,1212
84534B,10,53,5.3,1400
84534b,2,2,1.0,144
84535A,21,399,19.0,836
84535B,155,1332,8.593548387096774,2904
84536A,341,3138,9.20234604105572,3241
84536B,178,2102,11.808988764044944,3078
84536a,4,14,3.5,341
84536b,1,5,5.0,110
84539,2,26,13.0,36
84548,4,22,5.5,243
84549,7,38,5.428571428571429,898
84550,1,1,1.0,54
84551,2,13,6.5,124
84558A,81,333,4.111111111111111,2501
84558a,5,5,1.0,371
84559A,94,397,4.223404255319149,2865
84559B,55,237,4.3090909090909095,2176
84559a,22,29,1.3181818181818181,448
84559b,20,23,1.15,581
84562A,3,3,1.0,78
84563A,35,96,2.742857142857143,1745
84563B,38,94,2.473684210526316,1756
84568,147,12442,84.63945578231292,2959
84569A,65,294,4.523076923076923,2571
84569B,19,85,4.473684210526316,1285
84569C,1,1,1.0,30
84569D,98,467,4.76530612244898,2791
84575A,4,14,3.5,146
84576,17,66,3.8823529411764706,1429
84580,165,389,2.3575757575757574,2932
84581,90,187,2.077777777777778,2574
84584,30,144,4.8,1694
84592,22,76,3.4545454545454546,1650
84593,1,5,5.0,10
84595E,22,78,3.5454545454545454,1400
84596B,522,5023,9.622605363984674,3319
84596E,79,564,7.139240506329114,2312
84596F,435,3732,8.579310344827586,3254
84596G,245,1855,7.571428571428571,3113
84596J,68,568,8.352941176470589,2223
84596L,172,1254,7.290697674418604,2705
84596b,5,7,1.4,254
84596e,6,10,1.6666666666666667,327
84596f,12,16,1.3333333333333333,476
84596g,1,3,3.0,48
84596l,1,1,1.0,57
84597B,5,41,8.2,158
84597C,13,46,3.5384615384615383,442
84598,99,1975,19.949494949494948,2837
84600,25,53,2.12,1634
84609,20,93,4.65,1293
84613A,3,6,2.0,274
84613C,1,1,1.0,58
84614A,1,2,2.0,23
84616,9,14,1.5555555555555556,611
84617,3,3,1.0,70
84620,1,2,2.0,38
84625A,42,478,11.380952380952381,1962
84625C,35,449,12.82857142857143,1752
84629,10,20,2.0,378
84631,24,40,1.6666666666666667,1835
84632,5,6,1.2,55
84637,83,116,1.3975903614457832,2499
84638,37,50,1.3513513513513513,1762
84658,22,57,2.590909090909091,1519
84659A,89,280,3.146067415730337,2614
84660A,42,843,20.071428571428573,1530
84660B,40,707,17.675,1619
84660C,45,661,14.688888888888888,2107
84660a,2,4,2.0,71
84660b,2,2,1.0,263
84660c,16,18,1.125,555
84661A,20,104,5.2,1864
84661B,29,115,3.9655172413793105,2246
84661C,14,71,5.071428571428571,1895
84661a,1,1,1.0,39
84661b,1,1,1.0,133
84663A,34,272,8.0,1932
84665,17,105,6.176470588235294,445
84666,4,24,6.0,97
84673A,43,92,2.13953488372093,1931
84673B,66,179,2.712121212121212,2473
84674,47,193,4.1063829787234045,2041
84675,2,9,4.5,70
84678,13,142,10.923076923076923,935
84679,2,6,3.0,37
84683,12,194,16.166666666666668,914
84685,21,34,1.619047619047619,1733
84686,8,49,6.125,243
84687,31,81,2.6129032258064515,1482
84688,15,41,2.7333333333333334,1376
84689,2,3,1.5,39
84691,4,242,60.5,30
84692,583,7903,13.5557461406518,3356
84705C,1,12,12.0,7
84706D,4,8,2.0,157
84706F,10,16,1.6,406
84707A,45,95,2.111111111111111,2365
84707B,18,34,1.8888888888888888,1597
84708B,19,62,3.263157894736842,1384
84709B,11,20,1.8181818181818181,499
84711A,17,25,1.4705882352941178,1434
84711B,13,20,1.5384615384615385,879
84712B,20,30,1.5,1763
84715,3,16,5.333333333333333,141
84723,6,41,6.833333333333333,227
84725,18,41,2.2777777777777777,490
84731,2,2,1.0,213
84732B,2,22,11.0,64
84732D,2,11,5.5,64
84741C,14,60,4.285714285714286,440
84743C,1,1,1.0,35
84744,20,110,5.5,1357
84745A,5,32,6.4,372
84745B,5,32,6.4,372
84746,9,14,1.5555555555555556,1303
84748,61,204,3.3442622950819674,2548
84750A,1,24,24.0,21
84750B,12,61,5.083333333333333,341
84751B,8,17,2.125,228
84754,62,558,9.0,2530
84755,621,16401,26.41062801932367,3191
84760S,8,43,5.375,302
84763,57,601,10.543859649122806,1734
84766,14,146,10.428571428571429,376
84773,1,3,3.0,42
84789,48,186,3.875,1518
84792,241,833,3.4564315352697097,2964
84795B,48,176,3.6666666666666665,1411
84795C,1,2,2.0,18
84795b,14,16,1.1428571428571428,560
84796A,43,61,1.4186046511627908,1972
84796B,124,256,2.064516129032258,2536
84796a,12,17,1.4166666666666667,481
84798A,4,23,5.75,314
84798B,3,11,3.6666666666666665,125
84799,10,224,22.4,283
84800L,22,360,16.363636363636363,530
84800M,11,127,11.545454545454545,290
84800S,9,107,11.88888888888889,296
84801A,5,46,9.2,113
84801B,3,22,7.333333333333333,89
84802A,1,2,2.0,28
84802B,1,4,4.0,37
84803A,1,3,3.0,35
84803B,4,17,4.25,143
84804A,8,70,8.75,166
84804B,6,99,16.5,164
84805A,4,32,8.0,83
84805B,3,38,12.666666666666666,186
84806A,11,137,12.454545454545455,323
84806B,20,308,15.4,671
84809A,8,55,6.875,463
84809B,1,18,18.0,47
84813,38,166,4.368421052631579,2090
84816,10,13,1.3,249
84817,55,951,17.29090909090909,1407
84818,99,1423,14.373737373737374,1645
84819,62,811,13.080645161290322,1410
84820,31,259,8.35483870967742,846
84821,40,935,23.375,1234
84823,25,112,4.48,338
84824,2,2,1.0,52
84826,31,1162,37.483870967741936,914
84827,14,509,36.357142857142854,560
