StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved,recommended_distance
22832,76,162,2.131578947368421,2224,Active/Regular Products,Zone B,25.0,169100,60,35.0,25.0
85212,79,2451,31.025316455696203,2139,Active/Regular Products,Zone B,25.0,169060,60,35.0,25.0
85186C,78,528,6.6835443037974684,2165,Active/Regular Products,Zone B,25.0,168948,60,35.0,25.0
23107,73,359,4.917808219178082,2313,Active/Regular Products,Zone B,25.0,168922,60,35.0,25.0
17012A,65,323,4.893939393939394,2595,Active/Regular Products,Zone B,25.0,168740,60,35.0,25.0
18097C,69,695,10.07246376811594,2444,Active/Regular Products,Zone B,25.0,168705,60,35.0,25.0
85129D,65,207,3.1846153846153844,2594,Active/Regular Products,Zone B,25.0,168675,60,35.0,25.0
22760,80,275,3.4375,2105,Active/Regular Products,Zone B,25.0,168480,60,35.0,25.0
22258,77,912,11.844155844155845,2185,Active/Regular Products,Zone B,25.0,168322,60,35.0,25.0
22799,89,207,2.3258426966292136,1886,Active/Regular Products,Zone B,25.0,167943,60,35.0,25.0
23445,101,2668,26.15686274509804,1659,Active/Regular Products,Zone B,25.0,167660,60,35.0,25.0
23470,84,232,2.761904761904762,1992,Active/Regular Products,Zone B,25.0,167412,60,35.0,25.0
84569A,65,294,4.523076923076923,2571,Active/Regular Products,Zone B,25.0,167180,60,35.0,25.0
20659,62,158,2.46875,2693,Active/Regular Products,Zone B,25.0,167028,60,35.0,25.0
23138,82,879,10.464285714285714,2035,Active/Regular Products,Zone B,25.0,166952,60,35.0,25.0
22526,79,125,1.5822784810126582,2112,Active/Regular Products,Zone B,25.0,166927,60,35.0,25.0
23315,86,213,2.476744186046512,1939,Active/Regular Products,Zone B,25.0,166840,60,35.0,25.0
23536,85,626,7.364705882352941,1961,Active/Regular Products,Zone B,25.0,166770,60,35.0,25.0
84880,76,312,4.051948051948052,2185,Active/Regular Products,Zone B,25.0,166136,60,35.0,25.0
23502,94,714,7.515789473684211,1760,Active/Regular Products,Zone B,25.0,165534,60,35.0,25.0
79190A,63,384,6.095238095238095,2624,Active/Regular Products,Zone B,25.0,165375,60,35.0,25.0
23326,76,3442,45.28947368421053,2171,Active/Regular Products,Zone B,25.0,165072,60,35.0,25.0
84849B,76,266,3.5,2161,Active/Regular Products,Zone B,25.0,164312,60,35.0,25.0
23433,89,1258,14.134831460674157,1835,Active/Regular Products,Zone B,25.0,163404,60,35.0,25.0
84673B,66,179,2.712121212121212,2473,Active/Regular Products,Zone B,25.0,163284,60,35.0,25.0
21395,90,2838,31.53333333333333,1812,Active/Regular Products,Zone B,25.0,163170,60,35.0,25.0
22062,73,583,7.4743589743589745,2233,Active/Regular Products,Zone B,25.0,163082,60,35.0,25.0
84818,99,1423,14.373737373737374,1645,Active/Regular Products,Zone B,25.0,162954,60,35.0,25.0
35911A,70,319,4.557142857142857,2326,Active/Regular Products,Zone B,25.0,162890,60,35.0,25.0
23452,87,518,5.954022988505747,1870,Active/Regular Products,Zone B,25.0,162777,60,35.0,25.0
20775,63,134,2.09375,2580,Active/Regular Products,Zone B,25.0,162603,60,35.0,25.0
23066,85,259,3.047058823529412,1910,Active/Regular Products,Zone B,25.0,162435,60,35.0,25.0
85169B,62,329,5.306451612903226,2618,Active/Regular Products,Zone B,25.0,162378,60,35.0,25.0
23222,75,799,10.376623376623376,2163,Active/Regular Products,Zone B,25.0,162300,60,35.0,25.0
85035B,70,619,8.842857142857143,2316,Active/Regular Products,Zone B,25.0,162190,60,35.0,25.0
85185B,71,297,4.013513513513513,2281,Active/Regular Products,Zone B,25.0,162022,60,35.0,25.0
16048,67,1460,21.47058823529412,2415,Active/Regular Products,Zone B,25.0,161872,60,35.0,25.0
22519,88,411,4.670454545454546,1835,Active/Regular Products,Zone B,25.0,161568,60,35.0,25.0
23224,71,738,10.394366197183098,2272,Active/Regular Products,Zone B,25.0,161383,60,35.0,25.0
85194S,72,1197,16.625,2237,Active/Regular Products,Zone B,25.0,161136,60,35.0,25.0
21676,61,257,4.213114754098361,2640,Active/Regular Products,Zone B,25.0,161101,60,35.0,25.0
22104,59,288,4.88135593220339,2721,Active/Regular Products,Zone B,25.0,160598,60,35.0,25.0
21821,62,251,3.984126984126984,2577,Active/Regular Products,Zone B,25.0,159836,60,35.0,25.0
46776C,59,117,1.9830508474576272,2706,Active/Regular Products,Zone B,25.0,159713,60,35.0,25.0
22517,69,199,2.8840579710144927,2308,Active/Regular Products,Zone B,25.0,159321,60,35.0,25.0
85177,63,812,12.88888888888889,2527,Active/Regular Products,Zone B,25.0,159264,60,35.0,25.0
20716,73,400,5.405405405405405,2171,Active/Regular Products,Zone B,25.0,158556,60,35.0,25.0
23253,70,258,3.6857142857142855,2262,Active/Regular Products,Zone B,25.0,158410,60,35.0,25.0
21793,74,304,4.053333333333334,2138,Active/Regular Products,Zone B,25.0,158286,60,35.0,25.0
21708,64,190,2.96875,2472,Active/Regular Products,Zone B,25.0,158272,60,35.0,25.0
22532,73,1072,14.293333333333331,2167,Active/Regular Products,Zone B,25.0,158264,60,35.0,25.0
23087,69,868,12.579710144927535,2291,Active/Regular Products,Zone B,25.0,158148,60,35.0,25.0
23067,78,294,3.5853658536585367,2023,Active/Regular Products,Zone B,25.0,157872,60,35.0,25.0
85183A,86,667,7.579545454545454,1833,Active/Regular Products,Zone B,25.0,157724,60,35.0,25.0
21002,66,125,1.893939393939394,2384,Active/Regular Products,Zone B,25.0,157410,60,35.0,25.0
21248,66,205,3.106060606060606,2383,Active/Regular Products,Zone B,25.0,157344,60,35.0,25.0
84754,62,558,8.857142857142858,2530,Active/Regular Products,Zone B,25.0,156922,60,35.0,25.0
22708,100,2800,28.0,1568,Active/Regular Products,Zone B,25.0,156900,60,35.0,25.0
23160,76,1450,19.07894736842105,2062,Active/Regular Products,Zone B,25.0,156788,60,35.0,25.0
20772,65,247,3.8,2411,Active/Regular Products,Zone B,25.0,156780,60,35.0,25.0
21171,73,438,6.0,2131,Active/Regular Products,Zone B,25.0,155636,60,35.0,25.0
20867,62,331,5.338709677419355,2507,Active/Regular Products,Zone B,25.0,155496,60,35.0,25.0
84748,61,204,3.344262295081968,2548,Active/Regular Products,Zone B,25.0,155489,60,35.0,25.0
21972,65,335,5.153846153846154,2391,Active/Regular Products,Zone B,25.0,155480,60,35.0,25.0
22043,64,1238,19.34375,2428,Active/Regular Products,Zone B,25.0,155456,60,35.0,25.0
85179A,59,193,3.2711864406779663,2633,Active/Regular Products,Zone B,25.0,155406,60,35.0,25.0
22932,72,884,12.27777777777778,2154,Active/Regular Products,Zone B,25.0,155160,60,35.0,25.0
20967,83,265,3.1927710843373496,1861,Active/Regular Products,Zone B,25.0,154546,60,35.0,25.0
22903,59,193,3.2711864406779663,2611,Active/Regular Products,Zone B,25.0,154108,60,35.0,25.0
84944,83,710,8.452380952380953,1848,Active/Regular Products,Zone B,25.0,153467,60,35.0,25.0
85034A,74,498,6.225,2072,Active/Regular Products,Zone B,25.0,153402,60,35.0,25.0
22442,78,296,3.7948717948717943,1964,Active/Regular Products,Zone B,25.0,153270,60,35.0,25.0
22710,104,4501,43.27884615384615,1468,Active/Regular Products,Zone B,25.0,152776,60,35.0,25.0
21804,65,225,3.409090909090909,2349,Active/Regular Products,Zone B,25.0,152750,60,35.0,25.0
21198,71,1028,14.47887323943662,2149,Active/Regular Products,Zone B,25.0,152650,60,35.0,25.0
72122,61,324,5.225806451612903,2492,Active/Regular Products,Zone B,25.0,152073,60,35.0,25.0
23405,70,252,3.5492957746478875,2171,Active/Regular Products,Zone B,25.0,152040,60,35.0,25.0
85135C,67,106,1.5588235294117647,2267,Active/Regular Products,Zone B,25.0,151956,60,35.0,25.0
23178,68,327,4.8088235294117645,2232,Active/Regular Products,Zone B,25.0,151844,60,35.0,25.0
23085,78,376,4.476190476190476,1944,Active/Regular Products,Zone B,25.0,151710,60,35.0,25.0
84596J,68,568,8.352941176470589,2223,Active/Regular Products,Zone B,25.0,151232,60,35.0,25.0
21723,59,397,6.728813559322034,2548,Active/Regular Products,Zone B,25.0,150391,60,35.0,25.0
22923,80,1360,17.0,1878,Active/Regular Products,Zone B,25.0,150320,60,35.0,25.0
21253,62,134,2.161290322580645,2410,Active/Regular Products,Zone B,25.0,149482,60,35.0,25.0
21580,62,181,2.919354838709677,2408,Active/Regular Products,Zone B,25.0,149358,60,35.0,25.0
21028,58,187,3.2241379310344827,2565,Active/Regular Products,Zone B,25.0,148828,60,35.0,25.0
21062,74,538,7.27027027027027,2010,Active/Regular Products,Zone B,25.0,148814,60,35.0,25.0
21205,68,253,3.563380281690141,2185,Active/Regular Products,Zone B,25.0,148648,60,35.0,25.0
23469,72,332,4.611111111111111,2053,Active/Regular Products,Zone B,25.0,147888,60,35.0,25.0
22267,83,836,9.83529411764706,1780,Active/Regular Products,Zone B,25.0,147823,60,35.0,25.0
22504,68,247,3.632352941176471,2171,Active/Regular Products,Zone B,25.0,147696,60,35.0,25.0
23398,69,606,8.08,2135,Active/Regular Products,Zone B,25.0,147384,60,35.0,25.0
23402,68,296,4.352941176470588,2160,Active/Regular Products,Zone B,25.0,146948,60,35.0,25.0
22529,70,851,12.157142857142857,2098,Active/Regular Products,Zone B,25.0,146930,60,35.0,25.0
23337,69,180,2.608695652173913,2128,Active/Regular Products,Zone B,25.0,146901,60,35.0,25.0
21441,62,421,6.790322580645161,2368,Active/Regular Products,Zone B,25.0,146878,60,35.0,25.0
10002,71,860,12.112676056338028,2067,Active/Regular Products,Zone B,25.0,146828,60,35.0,25.0
84968F,65,177,2.723076923076923,2257,Active/Regular Products,Zone B,25.0,146770,60,35.0,25.0
21025,56,174,3.107142857142857,2615,Active/Regular Products,Zone B,25.0,146496,60,35.0,25.0
21643,60,550,9.166666666666666,2435,Active/Regular Products,Zone B,25.0,146160,60,35.0,25.0
21056,72,184,2.555555555555556,2023,Active/Regular Products,Zone B,25.0,145728,60,35.0,25.0
22516,62,206,3.21875,2349,Active/Regular Products,Zone B,25.0,145700,60,35.0,25.0
22100,59,755,12.796610169491526,2467,Active/Regular Products,Zone B,25.0,145612,60,35.0,25.0
16218,64,3821,59.703125,2274,Active/Regular Products,Zone B,25.0,145600,60,35.0,25.0
21520,58,504,8.689655172413794,2505,Active/Regular Products,Zone B,25.0,145348,60,35.0,25.0
22032,60,427,7.116666666666666,2421,Active/Regular Products,Zone B,25.0,145320,60,35.0,25.0
23033,74,714,9.64864864864865,1962,Active/Regular Products,Zone B,25.0,145262,60,35.0,25.0
79302M,62,370,5.873015873015873,2339,Active/Regular Products,Zone B,25.0,145080,60,35.0,25.0
21194,65,498,7.545454545454546,2231,Active/Regular Products,Zone B,25.0,145080,60,35.0,25.0
16258A,59,472,8.0,2456,Active/Regular Products,Zone B,25.0,144963,60,35.0,25.0
17129F,57,588,10.31578947368421,2538,Active/Regular Products,Zone B,25.0,144723,60,35.0,25.0
20761,63,120,1.9047619047619049,2288,Active/Regular Products,Zone B,25.0,144207,60,35.0,25.0
84509G,66,517,7.833333333333333,2180,Active/Regular Products,Zone B,25.0,143946,60,35.0,25.0
23514,74,478,6.45945945945946,1940,Active/Regular Products,Zone B,25.0,143634,60,35.0,25.0
23249,81,842,10.395061728395062,1769,Active/Regular Products,Zone B,25.0,143370,60,35.0,25.0
37413,81,703,8.46987951807229,1769,Active/Regular Products,Zone B,25.0,143370,60,35.0,25.0
21719,58,345,5.8474576271186445,2464,Active/Regular Products,Zone B,25.0,142970,60,35.0,25.0
85132B,75,529,7.053333333333334,1904,Active/Regular Products,Zone B,25.0,142875,60,35.0,25.0
22935,65,690,10.615384615384617,2196,Active/Regular Products,Zone B,25.0,142805,60,35.0,25.0
22525,74,489,6.608108108108108,1924,Active/Regular Products,Zone B,25.0,142450,60,35.0,25.0
20856,61,216,3.540983606557377,2333,Active/Regular Products,Zone B,25.0,142374,60,35.0,25.0
90214A,56,130,2.321428571428572,2537,Active/Regular Products,Zone B,25.0,142128,60,35.0,25.0
79190B,57,707,12.403508771929824,2491,Active/Regular Products,Zone B,25.0,142044,60,35.0,25.0
79144B,53,180,3.39622641509434,2679,Active/Regular Products,Zone B,25.0,142040,60,35.0,25.0
21709,59,133,2.254237288135593,2393,Active/Regular Products,Zone B,25.0,141246,60,35.0,25.0
20755,62,306,4.935483870967742,2277,Active/Regular Products,Zone B,25.0,141236,60,35.0,25.0
22265,64,536,7.6571428571428575,2202,Active/Regular Products,Zone B,25.0,140992,60,35.0,25.0
21468,66,148,2.242424242424242,2135,Active/Regular Products,Zone B,25.0,140976,60,35.0,25.0
23565,63,410,6.507936507936508,2235,Active/Regular Products,Zone B,25.0,140868,60,35.0,25.0
72802B,82,1028,12.53658536585366,1715,Active/Regular Products,Zone B,25.0,140712,60,35.0,25.0
21850,54,129,2.388888888888889,2603,Active/Regular Products,Zone B,25.0,140616,60,35.0,25.0
23219,61,430,6.71875,2304,Active/Regular Products,Zone B,25.0,140605,60,35.0,25.0
22513,67,152,2.2686567164179103,2097,Active/Regular Products,Zone B,25.0,140566,60,35.0,25.0
35923,62,1318,20.92063492063492,2262,Active/Regular Products,Zone B,25.0,140306,60,35.0,25.0
22862,66,171,2.514705882352941,2122,Active/Regular Products,Zone B,25.0,140118,60,35.0,25.0
21000,52,96,1.8461538461538465,2693,Active/Regular Products,Zone B,25.0,140088,60,35.0,25.0
23483,73,1328,17.945945945945947,1914,Active/Regular Products,Zone B,25.0,139795,60,35.0,25.0
22304,61,761,12.475409836065571,2289,Active/Regular Products,Zone B,25.0,139690,60,35.0,25.0
22934,78,589,7.551282051282051,1786,Active/Regular Products,Zone B,25.0,139386,60,35.0,25.0
23515,71,579,8.041666666666666,1961,Active/Regular Products,Zone B,25.0,139302,60,35.0,25.0
23486,74,275,3.716216216216216,1880,Active/Regular Products,Zone B,25.0,139194,60,35.0,25.0
22214,56,193,3.446428571428572,2482,Active/Regular Products,Zone B,25.0,139048,60,35.0,25.0
21442,59,437,7.406779661016949,2349,Active/Regular Products,Zone B,25.0,138650,60,35.0,25.0
85194L,73,947,12.972602739726028,1879,Active/Regular Products,Zone B,25.0,137240,60,35.0,25.0
20902,56,112,2.0,2449,Active/Regular Products,Zone B,25.0,137200,60,35.0,25.0
23423,66,219,3.3181818181818183,2073,Active/Regular Products,Zone B,25.0,136884,60,35.0,25.0
22346,59,1034,17.233333333333334,2319,Active/Regular Products,Zone B,25.0,136880,60,35.0,25.0
79144C,51,152,2.980392156862745,2673,Active/Regular Products,Zone B,25.0,136374,60,35.0,25.0
85114A,56,649,11.589285714285714,2423,Active/Regular Products,Zone B,25.0,135744,60,35.0,25.0
21294,71,1618,22.164383561643834,1908,Active/Regular Products,Zone B,25.0,135539,60,35.0,25.0
21221,54,261,4.833333333333333,2506,Active/Regular Products,Zone B,25.0,135378,60,35.0,25.0
84510C,54,132,2.4444444444444446,2501,Active/Regular Products,Zone B,25.0,135108,60,35.0,25.0
84251G,53,270,5.09433962264151,2542,Active/Regular Products,Zone B,25.0,134779,60,35.0,25.0
23513,70,566,8.085714285714285,1920,Active/Regular Products,Zone B,25.0,134470,60,35.0,25.0
22181,57,591,10.36842105263158,2358,Active/Regular Products,Zone B,25.0,134463,60,35.0,25.0
21422,63,1607,25.50793650793651,2132,Active/Regular Products,Zone B,25.0,134379,60,35.0,25.0
22263,51,326,6.150943396226415,2623,Active/Regular Products,Zone B,25.0,133824,60,35.0,25.0
21361,69,106,1.536231884057971,1938,Active/Regular Products,Zone B,25.0,133791,60,35.0,25.0
22640,57,237,4.157894736842105,2341,Active/Regular Products,Zone B,25.0,133494,60,35.0,25.0
90161C,50,83,1.66,2667,Active/Regular Products,Zone B,25.0,133400,60,35.0,25.0
23524,63,481,7.634920634920635,2108,Active/Regular Products,Zone B,25.0,132867,60,35.0,25.0
21001,50,73,1.46,2649,Active/Regular Products,Zone B,25.0,132500,60,35.0,25.0
90200A,50,78,1.56,2643,Active/Regular Products,Zone B,25.0,132200,60,35.0,25.0
90209B,54,184,3.345454545454545,2437,Active/Regular Products,Zone B,25.0,131652,60,35.0,25.0
85180A,63,503,7.859375,2082,Active/Regular Products,Zone B,25.0,131229,60,35.0,25.0
20766,57,122,2.103448275862069,2285,Active/Regular Products,Zone B,25.0,130302,60,35.0,25.0
21943,50,119,2.38,2601,Active/Regular Products,Zone B,25.0,130100,60,35.0,25.0
20622,51,185,3.627450980392157,2546,Active/Regular Products,Zone B,25.0,129897,60,35.0,25.0
21379,50,178,3.56,2595,Active/Regular Products,Zone B,25.0,129800,60,35.0,25.0
20903,56,82,1.4642857142857142,2313,Active/Regular Products,Zone B,25.0,129584,60,35.0,25.0
23517,63,334,5.301587301587301,2053,Active/Regular Products,Zone B,25.0,129402,60,35.0,25.0
84086C,53,218,4.113207547169812,2440,Active/Regular Products,Zone B,25.0,129373,60,35.0,25.0
84849A,53,180,3.39622641509434,2433,Active/Regular Products,Zone B,25.0,129002,60,35.0,25.0
23432,74,1276,17.243243243243242,1742,Active/Regular Products,Zone B,25.0,128982,60,35.0,25.0
22316,55,660,12.0,2341,Active/Regular Products,Zone B,25.0,128810,60,35.0,25.0
22410,58,237,4.086206896551724,2211,Active/Regular Products,Zone B,25.0,128296,60,35.0,25.0
85130B,62,834,13.451612903225806,2066,Active/Regular Products,Zone B,25.0,128154,60,35.0,25.0
85111,57,1409,24.29310344827586,2245,Active/Regular Products,Zone B,25.0,128022,60,35.0,25.0
22254,61,657,10.770491803278688,2087,Active/Regular Products,Zone B,25.0,127368,60,35.0,25.0
22543,55,1453,26.418181818181814,2310,Active/Regular Products,Zone B,25.0,127105,60,35.0,25.0
23553,68,568,8.352941176470589,1868,Active/Regular Products,Zone B,25.0,127092,60,35.0,25.0
20654,49,152,3.04,2591,Active/Regular Products,Zone B,25.0,127008,60,35.0,25.0
20700,54,73,1.351851851851852,2350,Active/Regular Products,Zone B,25.0,126954,60,35.0,25.0
22313,65,565,8.432835820895523,1949,Active/Regular Products,Zone B,25.0,126750,60,35.0,25.0
84509C,51,130,2.549019607843137,2481,Active/Regular Products,Zone B,25.0,126582,60,35.0,25.0
20838,57,385,6.754385964912281,2216,Active/Regular Products,Zone B,25.0,126369,60,35.0,25.0
20802,63,739,11.73015873015873,2000,Active/Regular Products,Zone B,25.0,126063,60,35.0,25.0
35651,58,451,7.6440677966101696,2172,Active/Regular Products,Zone B,25.0,126034,60,35.0,25.0
84993A,55,343,6.236363636363636,2289,Active/Regular Products,Zone B,25.0,125950,60,35.0,25.0
85088,51,259,4.980769230769231,2458,Active/Regular Products,Zone B,25.0,125409,60,35.0,25.0
21397,65,1075,16.53846153846154,1928,Active/Regular Products,Zone B,25.0,125385,60,35.0,25.0
23509,65,1062,16.09090909090909,1926,Active/Regular Products,Zone B,25.0,125255,60,35.0,25.0
35954,54,1245,22.63636363636364,2318,Active/Regular Products,Zone B,25.0,125226,60,35.0,25.0
85130D,62,565,8.968253968253968,2011,Active/Regular Products,Zone B,25.0,124744,60,35.0,25.0
84251B,53,245,4.622641509433962,2352,Active/Regular Products,Zone B,25.0,124709,60,35.0,25.0
84968D,55,157,2.8545454545454545,2265,Active/Regular Products,Zone B,25.0,124630,60,35.0,25.0
47591B,56,209,3.732142857142857,2222,Active/Regular Products,Zone B,25.0,124488,60,35.0,25.0
22106,47,349,7.425531914893617,2641,Active/Regular Products,Zone B,25.0,124174,60,35.0,25.0
22444,57,838,14.701754385964913,2170,Active/Regular Products,Zone B,25.0,123747,60,35.0,25.0
35653,52,150,2.8846153846153846,2376,Active/Regular Products,Zone B,25.0,123604,60,35.0,25.0
21398,63,1532,24.31746031746032,1957,Active/Regular Products,Zone B,25.0,123354,60,35.0,25.0
21688,57,348,6.105263157894737,2163,Active/Regular Products,Zone B,25.0,123348,60,35.0,25.0
21106,53,237,4.388888888888889,2325,Active/Regular Products,Zone B,25.0,123278,60,35.0,25.0
22073,69,334,4.704225352112676,1784,Active/Regular Products,Zone B,25.0,123165,60,35.0,25.0
40001,56,821,14.660714285714286,2184,Active/Regular Products,Zone B,25.0,122360,60,35.0,25.0
85169D,50,351,7.02,2437,Active/Regular Products,Zone B,25.0,121900,60,35.0,25.0
84931A,51,133,2.607843137254902,2387,Active/Regular Products,Zone B,25.0,121788,60,35.0,25.0
85131C,50,193,3.86,2433,Active/Regular Products,Zone B,25.0,121700,60,35.0,25.0
22288,58,474,7.645161290322581,2096,Active/Regular Products,Zone B,25.0,121626,60,35.0,25.0
23425,56,275,4.910714285714286,2165,Active/Regular Products,Zone B,25.0,121296,60,35.0,25.0
90134,45,54,1.2,2694,Active/Regular Products,Zone B,25.0,121275,60,35.0,25.0
20762,56,106,1.8928571428571428,2164,Active/Regular Products,Zone B,25.0,121240,60,35.0,25.0
35809A,62,420,6.666666666666667,1944,Active/Regular Products,Zone B,25.0,120590,60,35.0,25.0
79030G,67,1403,20.94029850746269,1791,Active/Regular Products,Zone B,25.0,120064,60,35.0,25.0
84559B,55,237,4.232142857142857,2176,Active/Regular Products,Zone B,25.0,119735,60,35.0,25.0
85095,48,150,3.125,2478,Active/Regular Products,Zone B,25.0,118992,60,35.0,25.0
22252,67,643,9.318840579710145,1771,Active/Regular Products,Zone B,25.0,118724,60,35.0,25.0
85036A,60,211,3.296875,1976,Active/Regular Products,Zone B,25.0,118620,60,35.0,25.0
20768,55,176,3.2,2152,Active/Regular Products,Zone B,25.0,118415,60,35.0,25.0
22409,57,228,4.0,2068,Active/Regular Products,Zone B,25.0,117933,60,35.0,25.0
21366,46,89,1.893617021276596,2561,Active/Regular Products,Zone B,25.0,117852,60,35.0,25.0
47594B,56,170,3.0357142857142856,2101,Active/Regular Products,Zone B,25.0,117712,60,35.0,25.0
21066,54,702,13.0,2175,Active/Regular Products,Zone B,25.0,117504,60,35.0,25.0
22638,52,300,5.769230769230769,2255,Active/Regular Products,Zone B,25.0,117312,60,35.0,25.0
90198A,44,75,1.7045454545454546,2650,Active/Regular Products,Zone B,25.0,116644,60,35.0,25.0
21698,45,296,6.5777777777777775,2586,Active/Regular Products,Zone B,25.0,116415,60,35.0,25.0
20765,59,102,1.728813559322034,1971,Active/Regular Products,Zone B,25.0,116348,60,35.0,25.0
79190D,47,265,5.638297872340425,2474,Active/Regular Products,Zone B,25.0,116325,60,35.0,25.0
90200B,47,93,1.9787234042553192,2470,Active/Regular Products,Zone B,25.0,116137,60,35.0,25.0
72802A,63,323,5.046875,1837,Active/Regular Products,Zone B,25.0,115794,60,35.0,25.0
22936,50,279,5.365384615384615,2311,Active/Regular Products,Zone B,25.0,115600,60,35.0,25.0
21537,61,332,5.442622950819672,1883,Active/Regular Products,Zone B,25.0,114924,60,35.0,25.0
23695,57,741,13.0,2009,Active/Regular Products,Zone B,25.0,114570,60,35.0,25.0
85214,58,164,2.827586206896552,1974,Active/Regular Products,Zone B,25.0,114550,60,35.0,25.0
22281,63,131,2.0793650793650795,1817,Active/Regular Products,Zone B,25.0,114534,60,35.0,25.0
90116,45,64,1.4222222222222225,2543,Active/Regular Products,Zone B,25.0,114480,60,35.0,25.0
21725,50,301,6.02,2288,Active/Regular Products,Zone B,25.0,114450,60,35.0,25.0
22687,52,590,11.346153846153848,2199,Active/Regular Products,Zone B,25.0,114400,60,35.0,25.0
46118,46,232,5.043478260869565,2484,Active/Regular Products,Zone B,25.0,114310,60,35.0,25.0
21683,58,310,5.344827586206897,1968,Active/Regular Products,Zone B,25.0,114202,60,35.0,25.0
23026,62,556,8.6875,1838,Active/Regular Products,Zone B,25.0,114018,60,35.0,25.0
35915C,60,315,5.25,1899,Active/Regular Products,Zone B,25.0,114000,60,35.0,25.0
23113,57,1154,20.24561403508772,1999,Active/Regular Products,Zone B,25.0,114000,60,35.0,25.0
22788,60,220,3.6666666666666665,1897,Active/Regular Products,Zone B,25.0,113880,60,35.0,25.0
85127,51,187,3.5961538461538463,2230,Active/Regular Products,Zone B,25.0,113781,60,35.0,25.0
22777,58,352,6.068965517241379,1950,Active/Regular Products,Zone B,25.0,113158,60,35.0,25.0
23413,58,173,2.9827586206896552,1941,Active/Regular Products,Zone B,25.0,112636,60,35.0,25.0
84920,48,115,2.395833333333333,2343,Active/Regular Products,Zone B,25.0,112512,60,35.0,25.0
22643,48,238,4.958333333333333,2335,Active/Regular Products,Zone B,25.0,112128,60,35.0,25.0
90200E,44,103,2.340909090909091,2544,Active/Regular Products,Zone B,25.0,111980,60,35.0,25.0
21641,49,1153,23.53061224489796,2278,Active/Regular Products,Zone B,25.0,111671,60,35.0,25.0
84931B,49,177,3.612244897959184,2277,Active/Regular Products,Zone B,25.0,111622,60,35.0,25.0
21579,50,176,3.52,2216,Active/Regular Products,Zone B,25.0,110850,60,35.0,25.0
85136A,53,71,1.3148148148148149,2086,Active/Regular Products,Zone B,25.0,110611,60,35.0,25.0
23179,53,324,6.113207547169812,2084,Active/Regular Products,Zone B,25.0,110505,60,35.0,25.0
21747,54,485,8.981481481481481,2040,Active/Regular Products,Zone B,25.0,110214,60,35.0,25.0
21817,58,906,14.852459016393444,1893,Active/Regular Products,Zone B,25.0,109852,60,35.0,25.0
71270,49,236,4.72,2229,Active/Regular Products,Zone B,25.0,109270,60,35.0,25.0
21654,59,974,16.233333333333334,1838,Active/Regular Products,Zone B,25.0,108501,60,35.0,25.0
23074,48,246,5.125,2258,Active/Regular Products,Zone B,25.0,108432,60,35.0,25.0
21289,49,567,11.571428571428571,2205,Active/Regular Products,Zone B,25.0,108094,60,35.0,25.0
21051,51,192,3.764705882352941,2118,Active/Regular Products,Zone B,25.0,108069,60,35.0,25.0
21003,46,78,1.6956521739130437,2337,Active/Regular Products,Zone B,25.0,107548,60,35.0,25.0
23140,52,182,3.5,2050,Active/Regular Products,Zone B,25.0,106652,60,35.0,25.0
47594A,50,108,2.16,2130,Active/Regular Products,Zone B,25.0,106550,60,35.0,25.0
21291,52,943,18.134615384615383,2048,Active/Regular Products,Zone B,25.0,106548,60,35.0,25.0
84707A,45,95,2.111111111111111,2365,Active/Regular Products,Zone B,25.0,106470,60,35.0,25.0
22642,51,269,5.075471698113208,2085,Active/Regular Products,Zone B,25.0,106386,60,35.0,25.0
21743,49,299,6.1020408163265305,2169,Active/Regular Products,Zone B,25.0,106330,60,35.0,25.0
23411,56,227,3.982456140350877,1897,Active/Regular Products,Zone B,25.0,106288,60,35.0,25.0
21808,48,180,3.75,2201,Active/Regular Products,Zone B,25.0,105696,60,35.0,25.0
23554,57,422,7.403508771929824,1843,Active/Regular Products,Zone B,25.0,105108,60,35.0,25.0
23512,57,500,8.771929824561404,1842,Active/Regular Products,Zone B,25.0,105051,60,35.0,25.0
23418,79,557,7.050632911392405,2200,Active/Regular Products,Zone B,25.0,173879,60,35.0,25.0
85208,48,223,4.645833333333333,2166,Active/Regular Products,Zone B,25.0,104016,60,35.0,25.0
21365,52,363,6.722222222222222,1991,Active/Regular Products,Zone B,25.0,103584,60,35.0,25.0
22447,45,137,3.0444444444444443,2292,Active/Regular Products,Zone B,25.0,103185,60,35.0,25.0
23180,49,122,2.489795918367347,2100,Active/Regular Products,Zone B,25.0,102949,60,35.0,25.0
23568,48,630,13.125,2139,Active/Regular Products,Zone B,25.0,102720,60,35.0,25.0
16168M,41,371,9.048780487804878,2504,Active/Regular Products,Zone B,25.0,102705,60,35.0,25.0
21684,47,771,16.404255319148938,2179,Active/Regular Products,Zone B,25.0,102460,60,35.0,25.0
23528,50,479,9.58,2047,Active/Regular Products,Zone B,25.0,102400,60,35.0,25.0
20868,46,458,9.956521739130435,2225,Active/Regular Products,Zone B,25.0,102396,60,35.0,25.0
85180B,48,271,5.645833333333333,2132,Active/Regular Products,Zone B,25.0,102384,60,35.0,25.0
