StockCode,cluster_name,recommended_zone,picking_priority,actual_distance_saved,business_recommendation
20659,Active/Regular Products,Zone B,167028,,Keep in an easily accessible zone for regular picking.
23138,Active/Regular Products,Zone B,166952,,Keep in an easily accessible zone for regular picking.
22526,Active/Regular Products,Zone B,166927,,Keep in an easily accessible zone for regular picking.
23315,Active/Regular Products,Zone B,166840,,Keep in an easily accessible zone for regular picking.
23536,Active/Regular Products,Zone B,166770,,Keep in an easily accessible zone for regular picking.
84880,Active/Regular Products,Zone B,166136,,Keep in an easily accessible zone for regular picking.
23502,Active/Regular Products,Zone B,165534,,Keep in an easily accessible zone for regular picking.
79190A,Active/Regular Products,Zone B,165375,,Keep in an easily accessible zone for regular picking.
23326,Active/Regular Products,Zone B,165072,,Keep in an easily accessible zone for regular picking.
84849B,Active/Regular Products,Zone B,164312,,Keep in an easily accessible zone for regular picking.
23433,Active/Regular Products,Zone B,163404,,Keep in an easily accessible zone for regular picking.
84673B,Active/Regular Products,Zone B,163284,,Keep in an easily accessible zone for regular picking.
21395,Active/Regular Products,Zone B,163170,,Keep in an easily accessible zone for regular picking.
22062,Active/Regular Products,Zone B,163082,,Keep in an easily accessible zone for regular picking.
84818,Active/Regular Products,Zone B,162954,,Keep in an easily accessible zone for regular picking.
35911A,Active/Regular Products,Zone B,162890,,Keep in an easily accessible zone for regular picking.
23452,Active/Regular Products,Zone B,162777,,Keep in an easily accessible zone for regular picking.
20775,Active/Regular Products,Zone B,162603,,Keep in an easily accessible zone for regular picking.
23066,Active/Regular Products,Zone B,162435,,Keep in an easily accessible zone for regular picking.
85169B,Active/Regular Products,Zone B,162378,,Keep in an easily accessible zone for regular picking.
23222,Active/Regular Products,Zone B,162300,,Keep in an easily accessible zone for regular picking.
85035B,Active/Regular Products,Zone B,162190,,Keep in an easily accessible zone for regular picking.
85185B,Active/Regular Products,Zone B,162022,,Keep in an easily accessible zone for regular picking.
16048,Active/Regular Products,Zone B,161872,,Keep in an easily accessible zone for regular picking.
22519,Active/Regular Products,Zone B,161568,,Keep in an easily accessible zone for regular picking.
23224,Active/Regular Products,Zone B,161383,,Keep in an easily accessible zone for regular picking.
85194S,Active/Regular Products,Zone B,161136,,Keep in an easily accessible zone for regular picking.
21676,Active/Regular Products,Zone B,161101,,Keep in an easily accessible zone for regular picking.
22104,Active/Regular Products,Zone B,160598,,Keep in an easily accessible zone for regular picking.
21821,Active/Regular Products,Zone B,159836,,Keep in an easily accessible zone for regular picking.
46776C,Active/Regular Products,Zone B,159713,,Keep in an easily accessible zone for regular picking.
22517,Active/Regular Products,Zone B,159321,,Keep in an easily accessible zone for regular picking.
85177,Active/Regular Products,Zone B,159264,,Keep in an easily accessible zone for regular picking.
20716,Active/Regular Products,Zone B,158556,,Keep in an easily accessible zone for regular picking.
23253,Active/Regular Products,Zone B,158410,,Keep in an easily accessible zone for regular picking.
21793,Active/Regular Products,Zone B,158286,,Keep in an easily accessible zone for regular picking.
21708,Active/Regular Products,Zone B,158272,,Keep in an easily accessible zone for regular picking.
22532,Active/Regular Products,Zone B,158264,,Keep in an easily accessible zone for regular picking.
23087,Active/Regular Products,Zone B,158148,,Keep in an easily accessible zone for regular picking.
23067,Active/Regular Products,Zone B,157872,,Keep in an easily accessible zone for regular picking.
85183A,Active/Regular Products,Zone B,157724,,Keep in an easily accessible zone for regular picking.
21002,Active/Regular Products,Zone B,157410,,Keep in an easily accessible zone for regular picking.
21248,Active/Regular Products,Zone B,157344,,Keep in an easily accessible zone for regular picking.
84754,Active/Regular Products,Zone B,156922,,Keep in an easily accessible zone for regular picking.
22708,Active/Regular Products,Zone B,156900,,Keep in an easily accessible zone for regular picking.
23160,Active/Regular Products,Zone B,156788,,Keep in an easily accessible zone for regular picking.
20772,Active/Regular Products,Zone B,156780,,Keep in an easily accessible zone for regular picking.
21171,Active/Regular Products,Zone B,155636,,Keep in an easily accessible zone for regular picking.
20867,Active/Regular Products,Zone B,155496,,Keep in an easily accessible zone for regular picking.
84748,Active/Regular Products,Zone B,155489,,Keep in an easily accessible zone for regular picking.
21972,Active/Regular Products,Zone B,155480,,Keep in an easily accessible zone for regular picking.
22043,Active/Regular Products,Zone B,155456,,Keep in an easily accessible zone for regular picking.
85179A,Active/Regular Products,Zone B,155406,,Keep in an easily accessible zone for regular picking.
22932,Active/Regular Products,Zone B,155160,,Keep in an easily accessible zone for regular picking.
20967,Active/Regular Products,Zone B,154546,,Keep in an easily accessible zone for regular picking.
22903,Active/Regular Products,Zone B,154108,,Keep in an easily accessible zone for regular picking.
84944,Active/Regular Products,Zone B,153467,,Keep in an easily accessible zone for regular picking.
85034A,Active/Regular Products,Zone B,153402,,Keep in an easily accessible zone for regular picking.
22442,Active/Regular Products,Zone B,153270,,Keep in an easily accessible zone for regular picking.
22710,Active/Regular Products,Zone B,152776,,Keep in an easily accessible zone for regular picking.
21804,Active/Regular Products,Zone B,152750,,Keep in an easily accessible zone for regular picking.
21198,Active/Regular Products,Zone B,152650,,Keep in an easily accessible zone for regular picking.
72122,Active/Regular Products,Zone B,152073,,Keep in an easily accessible zone for regular picking.
23405,Active/Regular Products,Zone B,152040,,Keep in an easily accessible zone for regular picking.
85135C,Active/Regular Products,Zone B,151956,,Keep in an easily accessible zone for regular picking.
23178,Active/Regular Products,Zone B,151844,,Keep in an easily accessible zone for regular picking.
23085,Active/Regular Products,Zone B,151710,,Keep in an easily accessible zone for regular picking.
84596J,Active/Regular Products,Zone B,151232,,Keep in an easily accessible zone for regular picking.
21723,Active/Regular Products,Zone B,150391,,Keep in an easily accessible zone for regular picking.
22923,Active/Regular Products,Zone B,150320,,Keep in an easily accessible zone for regular picking.
21253,Active/Regular Products,Zone B,149482,,Keep in an easily accessible zone for regular picking.
21580,Active/Regular Products,Zone B,149358,,Keep in an easily accessible zone for regular picking.
21028,Active/Regular Products,Zone B,148828,,Keep in an easily accessible zone for regular picking.
21062,Active/Regular Products,Zone B,148814,,Keep in an easily accessible zone for regular picking.
21205,Active/Regular Products,Zone B,148648,,Keep in an easily accessible zone for regular picking.
23469,Active/Regular Products,Zone B,147888,,Keep in an easily accessible zone for regular picking.
22267,Active/Regular Products,Zone B,147823,,Keep in an easily accessible zone for regular picking.
22504,Active/Regular Products,Zone B,147696,,Keep in an easily accessible zone for regular picking.
23398,Active/Regular Products,Zone B,147384,,Keep in an easily accessible zone for regular picking.
23402,Active/Regular Products,Zone B,146948,,Keep in an easily accessible zone for regular picking.
22529,Active/Regular Products,Zone B,146930,,Keep in an easily accessible zone for regular picking.
23337,Active/Regular Products,Zone B,146901,,Keep in an easily accessible zone for regular picking.
21441,Active/Regular Products,Zone B,146878,,Keep in an easily accessible zone for regular picking.
10002,Active/Regular Products,Zone B,146828,,Keep in an easily accessible zone for regular picking.
84968F,Active/Regular Products,Zone B,146770,,Keep in an easily accessible zone for regular picking.
21025,Active/Regular Products,Zone B,146496,,Keep in an easily accessible zone for regular picking.
21643,Active/Regular Products,Zone B,146160,,Keep in an easily accessible zone for regular picking.
21056,Active/Regular Products,Zone B,145728,,Keep in an easily accessible zone for regular picking.
22516,Active/Regular Products,Zone B,145700,,Keep in an easily accessible zone for regular picking.
22100,Active/Regular Products,Zone B,145612,,Keep in an easily accessible zone for regular picking.
16218,Active/Regular Products,Zone B,145600,,Keep in an easily accessible zone for regular picking.
21520,Active/Regular Products,Zone B,145348,,Keep in an easily accessible zone for regular picking.
22032,Active/Regular Products,Zone B,145320,,Keep in an easily accessible zone for regular picking.
23033,Active/Regular Products,Zone B,145262,,Keep in an easily accessible zone for regular picking.
21194,Active/Regular Products,Zone B,145080,,Keep in an easily accessible zone for regular picking.
79302M,Active/Regular Products,Zone B,145080,,Keep in an easily accessible zone for regular picking.
16258A,Active/Regular Products,Zone B,144963,,Keep in an easily accessible zone for regular picking.
17129F,Active/Regular Products,Zone B,144723,,Keep in an easily accessible zone for regular picking.
20761,Active/Regular Products,Zone B,144207,,Keep in an easily accessible zone for regular picking.
84509G,Active/Regular Products,Zone B,143946,,Keep in an easily accessible zone for regular picking.
23514,Active/Regular Products,Zone B,143634,,Keep in an easily accessible zone for regular picking.
37413,Active/Regular Products,Zone B,143370,,Keep in an easily accessible zone for regular picking.
23249,Active/Regular Products,Zone B,143370,,Keep in an easily accessible zone for regular picking.
21719,Active/Regular Products,Zone B,142970,,Keep in an easily accessible zone for regular picking.
85132B,Active/Regular Products,Zone B,142875,,Keep in an easily accessible zone for regular picking.
22935,Active/Regular Products,Zone B,142805,,Keep in an easily accessible zone for regular picking.
22525,Active/Regular Products,Zone B,142450,,Keep in an easily accessible zone for regular picking.
20856,Active/Regular Products,Zone B,142374,,Keep in an easily accessible zone for regular picking.
90214A,Active/Regular Products,Zone B,142128,,Keep in an easily accessible zone for regular picking.
79190B,Active/Regular Products,Zone B,142044,,Keep in an easily accessible zone for regular picking.
79144B,Active/Regular Products,Zone B,142040,,Keep in an easily accessible zone for regular picking.
21709,Active/Regular Products,Zone B,141246,,Keep in an easily accessible zone for regular picking.
20755,Active/Regular Products,Zone B,141236,,Keep in an easily accessible zone for regular picking.
22265,Active/Regular Products,Zone B,140992,,Keep in an easily accessible zone for regular picking.
21468,Active/Regular Products,Zone B,140976,,Keep in an easily accessible zone for regular picking.
23565,Active/Regular Products,Zone B,140868,,Keep in an easily accessible zone for regular picking.
72802B,Active/Regular Products,Zone B,140712,,Keep in an easily accessible zone for regular picking.
21850,Active/Regular Products,Zone B,140616,,Keep in an easily accessible zone for regular picking.
23219,Active/Regular Products,Zone B,140605,,Keep in an easily accessible zone for regular picking.
22513,Active/Regular Products,Zone B,140566,,Keep in an easily accessible zone for regular picking.
35923,Active/Regular Products,Zone B,140306,,Keep in an easily accessible zone for regular picking.
22862,Active/Regular Products,Zone B,140118,,Keep in an easily accessible zone for regular picking.
21000,Active/Regular Products,Zone B,140088,,Keep in an easily accessible zone for regular picking.
23483,Active/Regular Products,Zone B,139795,,Keep in an easily accessible zone for regular picking.
22304,Active/Regular Products,Zone B,139690,,Keep in an easily accessible zone for regular picking.
22934,Active/Regular Products,Zone B,139386,,Keep in an easily accessible zone for regular picking.
23515,Active/Regular Products,Zone B,139302,,Keep in an easily accessible zone for regular picking.
23486,Active/Regular Products,Zone B,139194,,Keep in an easily accessible zone for regular picking.
22214,Active/Regular Products,Zone B,139048,,Keep in an easily accessible zone for regular picking.
21442,Active/Regular Products,Zone B,138650,,Keep in an easily accessible zone for regular picking.
85194L,Active/Regular Products,Zone B,137240,,Keep in an easily accessible zone for regular picking.
20902,Active/Regular Products,Zone B,137200,,Keep in an easily accessible zone for regular picking.
23423,Active/Regular Products,Zone B,136884,,Keep in an easily accessible zone for regular picking.
22346,Active/Regular Products,Zone B,136880,,Keep in an easily accessible zone for regular picking.
79144C,Active/Regular Products,Zone B,136374,,Keep in an easily accessible zone for regular picking.
85114A,Active/Regular Products,Zone B,135744,,Keep in an easily accessible zone for regular picking.
21294,Active/Regular Products,Zone B,135539,,Keep in an easily accessible zone for regular picking.
21221,Active/Regular Products,Zone B,135378,,Keep in an easily accessible zone for regular picking.
84510C,Active/Regular Products,Zone B,135108,,Keep in an easily accessible zone for regular picking.
84251G,Active/Regular Products,Zone B,134779,,Keep in an easily accessible zone for regular picking.
23513,Active/Regular Products,Zone B,134470,,Keep in an easily accessible zone for regular picking.
22181,Active/Regular Products,Zone B,134463,,Keep in an easily accessible zone for regular picking.
21422,Active/Regular Products,Zone B,134379,,Keep in an easily accessible zone for regular picking.
22263,Active/Regular Products,Zone B,133824,,Keep in an easily accessible zone for regular picking.
21361,Active/Regular Products,Zone B,133791,,Keep in an easily accessible zone for regular picking.
22640,Active/Regular Products,Zone B,133494,,Keep in an easily accessible zone for regular picking.
90161C,Active/Regular Products,Zone B,133400,,Keep in an easily accessible zone for regular picking.
23524,Active/Regular Products,Zone B,132867,,Keep in an easily accessible zone for regular picking.
21001,Active/Regular Products,Zone B,132500,,Keep in an easily accessible zone for regular picking.
90200A,Active/Regular Products,Zone B,132200,,Keep in an easily accessible zone for regular picking.
90209B,Active/Regular Products,Zone B,131652,,Keep in an easily accessible zone for regular picking.
85180A,Active/Regular Products,Zone B,131229,,Keep in an easily accessible zone for regular picking.
20766,Active/Regular Products,Zone B,130302,,Keep in an easily accessible zone for regular picking.
21943,Active/Regular Products,Zone B,130100,,Keep in an easily accessible zone for regular picking.
20622,Active/Regular Products,Zone B,129897,,Keep in an easily accessible zone for regular picking.
21379,Active/Regular Products,Zone B,129800,,Keep in an easily accessible zone for regular picking.
20903,Active/Regular Products,Zone B,129584,,Keep in an easily accessible zone for regular picking.
23517,Active/Regular Products,Zone B,129402,,Keep in an easily accessible zone for regular picking.
84086C,Active/Regular Products,Zone B,129373,,Keep in an easily accessible zone for regular picking.
84849A,Active/Regular Products,Zone B,129002,,Keep in an easily accessible zone for regular picking.
23432,Active/Regular Products,Zone B,128982,,Keep in an easily accessible zone for regular picking.
22316,Active/Regular Products,Zone B,128810,,Keep in an easily accessible zone for regular picking.
22410,Active/Regular Products,Zone B,128296,,Keep in an easily accessible zone for regular picking.
85130B,Active/Regular Products,Zone B,128154,,Keep in an easily accessible zone for regular picking.
85111,Active/Regular Products,Zone B,128022,,Keep in an easily accessible zone for regular picking.
22254,Active/Regular Products,Zone B,127368,,Keep in an easily accessible zone for regular picking.
22543,Active/Regular Products,Zone B,127105,,Keep in an easily accessible zone for regular picking.
23553,Active/Regular Products,Zone B,127092,,Keep in an easily accessible zone for regular picking.
20654,Active/Regular Products,Zone B,127008,,Keep in an easily accessible zone for regular picking.
20700,Active/Regular Products,Zone B,126954,,Keep in an easily accessible zone for regular picking.
22313,Active/Regular Products,Zone B,126750,,Keep in an easily accessible zone for regular picking.
84509C,Active/Regular Products,Zone B,126582,,Keep in an easily accessible zone for regular picking.
20838,Active/Regular Products,Zone B,126369,,Keep in an easily accessible zone for regular picking.
20802,Active/Regular Products,Zone B,126063,,Keep in an easily accessible zone for regular picking.
35651,Active/Regular Products,Zone B,126034,,Keep in an easily accessible zone for regular picking.
84993A,Active/Regular Products,Zone B,125950,,Keep in an easily accessible zone for regular picking.
85088,Active/Regular Products,Zone B,125409,,Keep in an easily accessible zone for regular picking.
21397,Active/Regular Products,Zone B,125385,,Keep in an easily accessible zone for regular picking.
23509,Active/Regular Products,Zone B,125255,,Keep in an easily accessible zone for regular picking.
35954,Active/Regular Products,Zone B,125226,,Keep in an easily accessible zone for regular picking.
85130D,Active/Regular Products,Zone B,124744,,Keep in an easily accessible zone for regular picking.
84251B,Active/Regular Products,Zone B,124709,,Keep in an easily accessible zone for regular picking.
84968D,Active/Regular Products,Zone B,124630,,Keep in an easily accessible zone for regular picking.
47591B,Active/Regular Products,Zone B,124488,,Keep in an easily accessible zone for regular picking.
22106,Active/Regular Products,Zone B,124174,,Keep in an easily accessible zone for regular picking.
22444,Active/Regular Products,Zone B,123747,,Keep in an easily accessible zone for regular picking.
35653,Active/Regular Products,Zone B,123604,,Keep in an easily accessible zone for regular picking.
21398,Active/Regular Products,Zone B,123354,,Keep in an easily accessible zone for regular picking.
21688,Active/Regular Products,Zone B,123348,,Keep in an easily accessible zone for regular picking.
21106,Active/Regular Products,Zone B,123278,,Keep in an easily accessible zone for regular picking.
22073,Active/Regular Products,Zone B,123165,,Keep in an easily accessible zone for regular picking.
40001,Active/Regular Products,Zone B,122360,,Keep in an easily accessible zone for regular picking.
85169D,Active/Regular Products,Zone B,121900,,Keep in an easily accessible zone for regular picking.
84931A,Active/Regular Products,Zone B,121788,,Keep in an easily accessible zone for regular picking.
85131C,Active/Regular Products,Zone B,121700,,Keep in an easily accessible zone for regular picking.
22288,Active/Regular Products,Zone B,121626,,Keep in an easily accessible zone for regular picking.
23425,Active/Regular Products,Zone B,121296,,Keep in an easily accessible zone for regular picking.
90134,Active/Regular Products,Zone B,121275,,Keep in an easily accessible zone for regular picking.
20762,Active/Regular Products,Zone B,121240,,Keep in an easily accessible zone for regular picking.
35809A,Active/Regular Products,Zone B,120590,,Keep in an easily accessible zone for regular picking.
79030G,Active/Regular Products,Zone B,120064,,Keep in an easily accessible zone for regular picking.
84559B,Active/Regular Products,Zone B,119735,,Keep in an easily accessible zone for regular picking.
85095,Active/Regular Products,Zone B,118992,,Keep in an easily accessible zone for regular picking.
22252,Active/Regular Products,Zone B,118724,,Keep in an easily accessible zone for regular picking.
85036A,Active/Regular Products,Zone B,118620,,Keep in an easily accessible zone for regular picking.
20768,Active/Regular Products,Zone B,118415,,Keep in an easily accessible zone for regular picking.
22409,Active/Regular Products,Zone B,117933,,Keep in an easily accessible zone for regular picking.
21366,Active/Regular Products,Zone B,117852,,Keep in an easily accessible zone for regular picking.
47594B,Active/Regular Products,Zone B,117712,,Keep in an easily accessible zone for regular picking.
21066,Active/Regular Products,Zone B,117504,,Keep in an easily accessible zone for regular picking.
22638,Active/Regular Products,Zone B,117312,,Keep in an easily accessible zone for regular picking.
90198A,Active/Regular Products,Zone B,116644,,Keep in an easily accessible zone for regular picking.
21698,Active/Regular Products,Zone B,116415,,Keep in an easily accessible zone for regular picking.
20765,Active/Regular Products,Zone B,116348,,Keep in an easily accessible zone for regular picking.
79190D,Active/Regular Products,Zone B,116325,,Keep in an easily accessible zone for regular picking.
90200B,Active/Regular Products,Zone B,116137,,Keep in an easily accessible zone for regular picking.
72802A,Active/Regular Products,Zone B,115794,,Keep in an easily accessible zone for regular picking.
22936,Active/Regular Products,Zone B,115600,,Keep in an easily accessible zone for regular picking.
21537,Active/Regular Products,Zone B,114924,,Keep in an easily accessible zone for regular picking.
23695,Active/Regular Products,Zone B,114570,,Keep in an easily accessible zone for regular picking.
85214,Active/Regular Products,Zone B,114550,,Keep in an easily accessible zone for regular picking.
22281,Active/Regular Products,Zone B,114534,,Keep in an easily accessible zone for regular picking.
90116,Active/Regular Products,Zone B,114480,,Keep in an easily accessible zone for regular picking.
21725,Active/Regular Products,Zone B,114450,,Keep in an easily accessible zone for regular picking.
22687,Active/Regular Products,Zone B,114400,,Keep in an easily accessible zone for regular picking.
46118,Active/Regular Products,Zone B,114310,,Keep in an easily accessible zone for regular picking.
21683,Active/Regular Products,Zone B,114202,,Keep in an easily accessible zone for regular picking.
23026,Active/Regular Products,Zone B,114018,,Keep in an easily accessible zone for regular picking.
23113,Active/Regular Products,Zone B,114000,,Keep in an easily accessible zone for regular picking.
35915C,Active/Regular Products,Zone B,114000,,Keep in an easily accessible zone for regular picking.
22788,Active/Regular Products,Zone B,113880,,Keep in an easily accessible zone for regular picking.
85127,Active/Regular Products,Zone B,113781,,Keep in an easily accessible zone for regular picking.
22777,Active/Regular Products,Zone B,113158,,Keep in an easily accessible zone for regular picking.
23413,Active/Regular Products,Zone B,112636,,Keep in an easily accessible zone for regular picking.
84920,Active/Regular Products,Zone B,112512,,Keep in an easily accessible zone for regular picking.
22643,Active/Regular Products,Zone B,112128,,Keep in an easily accessible zone for regular picking.
90200E,Active/Regular Products,Zone B,111980,,Keep in an easily accessible zone for regular picking.
21641,Active/Regular Products,Zone B,111671,,Keep in an easily accessible zone for regular picking.
84931B,Active/Regular Products,Zone B,111622,,Keep in an easily accessible zone for regular picking.
21579,Active/Regular Products,Zone B,110850,,Keep in an easily accessible zone for regular picking.
85136A,Active/Regular Products,Zone B,110611,,Keep in an easily accessible zone for regular picking.
23179,Active/Regular Products,Zone B,110505,,Keep in an easily accessible zone for regular picking.
21747,Active/Regular Products,Zone B,110214,,Keep in an easily accessible zone for regular picking.
21817,Active/Regular Products,Zone B,109852,,Keep in an easily accessible zone for regular picking.
71270,Active/Regular Products,Zone B,109270,,Keep in an easily accessible zone for regular picking.
21654,Active/Regular Products,Zone B,108501,,Keep in an easily accessible zone for regular picking.
23074,Active/Regular Products,Zone B,108432,,Keep in an easily accessible zone for regular picking.
21289,Active/Regular Products,Zone B,108094,,Keep in an easily accessible zone for regular picking.
21051,Active/Regular Products,Zone B,108069,,Keep in an easily accessible zone for regular picking.
21003,Active/Regular Products,Zone B,107548,,Keep in an easily accessible zone for regular picking.
23140,Active/Regular Products,Zone B,106652,,Keep in an easily accessible zone for regular picking.
47594A,Active/Regular Products,Zone B,106550,,Keep in an easily accessible zone for regular picking.
21291,Active/Regular Products,Zone B,106548,,Keep in an easily accessible zone for regular picking.
84707A,Active/Regular Products,Zone B,106470,,Keep in an easily accessible zone for regular picking.
22642,Active/Regular Products,Zone B,106386,,Keep in an easily accessible zone for regular picking.
21743,Active/Regular Products,Zone B,106330,,Keep in an easily accessible zone for regular picking.
23411,Active/Regular Products,Zone B,106288,,Keep in an easily accessible zone for regular picking.
21808,Active/Regular Products,Zone B,105696,,Keep in an easily accessible zone for regular picking.
23554,Active/Regular Products,Zone B,105108,,Keep in an easily accessible zone for regular picking.
23512,Active/Regular Products,Zone B,105051,,Keep in an easily accessible zone for regular picking.
22511,Active/Regular Products,Zone B,104652,,Keep in an easily accessible zone for regular picking.
85208,Active/Regular Products,Zone B,104016,,Keep in an easily accessible zone for regular picking.
21365,Active/Regular Products,Zone B,103584,,Keep in an easily accessible zone for regular picking.
22447,Active/Regular Products,Zone B,103185,,Keep in an easily accessible zone for regular picking.
23180,Active/Regular Products,Zone B,102949,,Keep in an easily accessible zone for regular picking.
23568,Active/Regular Products,Zone B,102720,,Keep in an easily accessible zone for regular picking.
16168M,Active/Regular Products,Zone B,102705,,Keep in an easily accessible zone for regular picking.
21684,Active/Regular Products,Zone B,102460,,Keep in an easily accessible zone for regular picking.
23528,Active/Regular Products,Zone B,102400,,Keep in an easily accessible zone for regular picking.
20868,Active/Regular Products,Zone B,102396,,Keep in an easily accessible zone for regular picking.
85180B,Active/Regular Products,Zone B,102384,,Keep in an easily accessible zone for regular picking.
85086A,Active/Regular Products,Zone B,102300,,Keep in an easily accessible zone for regular picking.
22461,Active/Regular Products,Zone B,102025,,Keep in an easily accessible zone for regular picking.
22305,Active/Regular Products,Zone B,101643,,Keep in an easily accessible zone for regular picking.
23422,Active/Regular Products,Zone B,101567,,Keep in an easily accessible zone for regular picking.
23525,Active/Regular Products,Zone B,101442,,Keep in an easily accessible zone for regular picking.
21377,Active/Regular Products,Zone B,101352,,Keep in an easily accessible zone for regular picking.
85169C,Active/Regular Products,Zone B,101062,,Keep in an easily accessible zone for regular picking.
23451,Active/Regular Products,Zone B,100828,,Keep in an easily accessible zone for regular picking.
22221,Active/Regular Products,Zone B,100419,,Keep in an easily accessible zone for regular picking.
21261,Active/Regular Products,Zone B,100395,,Keep in an easily accessible zone for regular picking.
21710,Active/Regular Products,Zone B,100035,,Keep in an easily accessible zone for regular picking.
47367B,Active/Regular Products,Zone B,99674,,Keep in an easily accessible zone for regular picking.
90214S,Active/Regular Products,Zone B,99630,,Keep in an easily accessible zone for regular picking.
84247E,Active/Regular Products,Zone B,99456,,Keep in an easily accessible zone for regular picking.
20617,Active/Regular Products,Zone B,99244,,Keep in an easily accessible zone for regular picking.
21415,Active/Regular Products,Zone B,99130,,Keep in an easily accessible zone for regular picking.
22882,Active/Regular Products,Zone B,98280,,Keep in an easily accessible zone for regular picking.
18098C,Active/Regular Products,Zone B,97412,,Keep in an easily accessible zone for regular picking.
21188,Active/Regular Products,Zone B,97250,,Keep in an easily accessible zone for regular picking.
21627,Active/Regular Products,Zone B,96820,,Keep in an easily accessible zone for regular picking.
90208,Active/Regular Products,Zone B,96681,,Keep in an easily accessible zone for regular picking.
47578A,Active/Regular Products,Zone B,96660,,Keep in an easily accessible zone for regular picking.
22451,Active/Regular Products,Zone B,96645,,Keep in an easily accessible zone for regular picking.
23473,Active/Regular Products,Zone B,96543,,Keep in an easily accessible zone for regular picking.
90214J,Active/Regular Products,Zone B,96432,,Keep in an easily accessible zone for regular picking.
21187,Active/Regular Products,Zone B,96384,,Keep in an easily accessible zone for regular picking.
21693,Active/Regular Products,Zone B,96150,,Keep in an easily accessible zone for regular picking.
22448,Active/Regular Products,Zone B,95985,,Keep in an easily accessible zone for regular picking.
84674,Active/Regular Products,Zone B,95974,,Keep in an easily accessible zone for regular picking.
21251,Active/Regular Products,Zone B,95910,,Keep in an easily accessible zone for regular picking.
23521,Active/Regular Products,Zone B,95700,,Keep in an easily accessible zone for regular picking.
90018A,Active/Regular Products,Zone B,95534,,Keep in an easily accessible zone for regular picking.
23150,Active/Regular Products,Zone B,95403,,Keep in an easily accessible zone for regular picking.
84660C,Active/Regular Products,Zone B,94860,,Keep in an easily accessible zone for regular picking.
22702,Active/Regular Products,Zone B,94766,,Keep in an easily accessible zone for regular picking.
22869,Active/Regular Products,Zone B,94556,,Keep in an easily accessible zone for regular picking.
21284,Active/Regular Products,Zone B,94416,,Keep in an easily accessible zone for regular picking.
90161B,Active/Regular Products,Zone B,94350,,Keep in an easily accessible zone for regular picking.
35598D,Active/Regular Products,Zone B,94332,,Keep in an easily accessible zone for regular picking.
22256,Active/Regular Products,Zone B,93900,,Keep in an easily accessible zone for regular picking.
90170,Active/Regular Products,Zone B,93536,,Keep in an easily accessible zone for regular picking.
17084P,Active/Regular Products,Zone B,93171,,Keep in an easily accessible zone for regular picking.
22389,Active/Regular Products,Zone B,92475,,Keep in an easily accessible zone for regular picking.
21656,Active/Regular Products,Zone B,92355,,Keep in an easily accessible zone for regular picking.
46776E,Active/Regular Products,Zone B,91276,,Keep in an easily accessible zone for regular picking.
23086,Active/Regular Products,Zone B,91086,,Keep in an easily accessible zone for regular picking.
21633,Active/Regular Products,Zone B,90930,,Keep in an easily accessible zone for regular picking.
21367,Active/Regular Products,Zone B,90859,,Keep in an easily accessible zone for regular picking.
47471,Active/Regular Products,Zone B,90831,,Keep in an easily accessible zone for regular picking.
21264,Active/Regular Products,Zone B,90768,,Keep in an easily accessible zone for regular picking.
46776D,Active/Regular Products,Zone B,90502,,Keep in an easily accessible zone for regular picking.
16045,Active/Regular Products,Zone B,90372,,Keep in an easily accessible zone for regular picking.
79030D,Active/Regular Products,Zone B,90052,,Keep in an easily accessible zone for regular picking.
21629,Active/Regular Products,Zone B,90006,,Keep in an easily accessible zone for regular picking.
72819,Active/Regular Products,Zone B,89827,,Keep in an easily accessible zone for regular picking.
21722,Active/Regular Products,Zone B,89820,,Keep in an easily accessible zone for regular picking.
23124,Active/Regular Products,Zone B,89182,,Keep in an easily accessible zone for regular picking.
85179C,Active/Regular Products,Zone B,89136,,Keep in an easily accessible zone for regular picking.
18094C,Active/Regular Products,Zone B,88200,,Keep in an easily accessible zone for regular picking.
35957,Active/Regular Products,Zone B,88109,,Keep in an easily accessible zone for regular picking.
23272,Active/Regular Products,Zone B,88000,,Keep in an easily accessible zone for regular picking.
22538,Active/Regular Products,Zone B,88000,,Keep in an easily accessible zone for regular picking.
84843,Active/Regular Products,Zone B,87936,,Keep in an easily accessible zone for regular picking.
21285,Active/Regular Products,Zone B,87763,,Keep in an easily accessible zone for regular picking.
85124B,Active/Regular Products,Zone B,87633,,Keep in an easily accessible zone for regular picking.
84968E,Active/Regular Products,Zone B,87472,,Keep in an easily accessible zone for regular picking.
71143,Active/Regular Products,Zone B,87431,,Keep in an easily accessible zone for regular picking.
85170B,Active/Regular Products,Zone B,87126,,Keep in an easily accessible zone for regular picking.
20699,Active/Regular Products,Zone B,87002,,Keep in an easily accessible zone for regular picking.
90161D,Active/Regular Products,Zone B,86972,,Keep in an easily accessible zone for regular picking.
85135B,Active/Regular Products,Zone B,86940,,Keep in an easily accessible zone for regular picking.
22647,Active/Regular Products,Zone B,86895,,Keep in an easily accessible zone for regular picking.
90214K,Active/Regular Products,Zone B,86678,,Keep in an easily accessible zone for regular picking.
90158,Active/Regular Products,Zone B,86450,,Keep in an easily accessible zone for regular picking.
20771,Active/Regular Products,Zone B,86080,,Keep in an easily accessible zone for regular picking.
