StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved
21307,13,79,6.076923076923077,514,Slow-Moving Products,Zone D,60.0,1027,60,0.0
90019A,27,38,1.4074074074074074,2155,Active/Regular Products,Zone B,25.0,1026,60,35.0
90214R,25,41,1.64,2004,Active/Regular Products,Zone B,25.0,1025,60,35.0
82011C,20,51,2.55,612,Slow-Moving Products,Zone D,60.0,1020,60,0.0
21420,19,53,2.65,1263,Slow-Moving Products,Zone D,60.0,1007,60,0.0
84661C,14,71,5.071428571428571,1895,Slow-Moving Products,Zone D,60.0,994,60,0.0
90210C,10,99,9.9,1689,Slow-Moving Products,Zone D,60.0,990,60,0.0
84884a,26,38,1.4615384615384615,780,Slow-Moving Products,Zone D,60.0,988,60,0.0
21031,19,52,2.736842105263158,1743,Slow-Moving Products,Zone D,60.0,988,60,0.0
90214N,24,41,1.7083333333333333,2230,Active/Regular Products,Zone B,25.0,984,60,35.0
21476,24,41,1.7083333333333333,738,Slow-Moving Products,Zone D,60.0,984,60,0.0
84857C,10,98,9.8,594,Slow-Moving Products,Zone D,60.0,980,60,0.0
21145,8,122,15.25,352,Slow-Moving Products,Zone D,60.0,976,60,0.0
72801c,25,39,1.56,717,Slow-Moving Products,Zone D,60.0,975,60,0.0
21132,22,44,2.0,1464,Slow-Moving Products,Zone D,60.0,968,60,0.0
84691,4,242,60.5,30,Slow-Moving Products,Zone D,60.0,968,60,0.0
21738,21,46,2.0,1441,Slow-Moving Products,Zone D,60.0,966,60,0.0
84800S,9,107,11.88888888888889,296,Slow-Moving Products,Zone D,60.0,963,60,0.0
37476,26,37,1.3703703703703705,1715,Slow-Moving Products,Zone D,60.0,962,60,0.0
84631,24,40,1.6666666666666667,1835,Slow-Moving Products,Zone D,60.0,960,60,0.0
37444A,18,53,2.9444444444444446,1482,Slow-Moving Products,Zone D,60.0,954,60,0.0
90197B,27,35,1.2962962962962963,2437,Active/Regular Products,Zone B,25.0,945,60,35.0
37343,13,72,5.538461538461538,1357,Slow-Moving Products,Zone D,60.0,936,60,0.0
22761,26,36,1.3846153846153846,899,Slow-Moving Products,Zone D,60.0,936,60,0.0
20847,18,52,2.888888888888889,1620,Slow-Moving Products,Zone D,60.0,936,60,0.0
81950B,8,116,12.88888888888889,471,Slow-Moving Products,Zone D,60.0,928,60,0.0
90183A,23,40,1.7391304347826086,2280,Active/Regular Products,Zone B,25.0,920,60,35.0
84510c,23,40,1.7391304347826086,832,Slow-Moving Products,Zone D,60.0,920,60,0.0
22827,26,35,1.3461538461538463,460,Slow-Moving Products,Zone D,60.0,910,60,0.0
16046,14,65,4.333333333333333,597,Slow-Moving Products,Zone D,60.0,910,60,0.0
82011B,21,43,2.0476190476190474,610,Slow-Moving Products,Zone D,60.0,903,60,0.0
84927A,18,50,2.7777777777777777,1246,Slow-Moving Products,Zone D,60.0,900,60,0.0
90129A,20,45,2.25,2037,Active/Regular Products,Zone B,25.0,900,60,35.0
21333,16,56,3.5,835,Slow-Moving Products,Zone D,60.0,896,60,0.0
20781,25,35,1.4,1554,Slow-Moving Products,Zone D,60.0,875,60,0.0
84898F,19,46,2.4210526315789473,758,Slow-Moving Products,Zone D,60.0,874,60,0.0
85026B,11,79,7.181818181818182,685,Slow-Moving Products,Zone D,60.0,869,60,0.0
15056p,26,33,1.2692307692307692,777,Slow-Moving Products,Zone D,60.0,858,60,0.0
84507B,22,39,1.7727272727272727,1373,Slow-Moving Products,Zone D,60.0,858,60,0.0
90210D,8,107,13.375,872,Slow-Moving Products,Zone D,60.0,856,60,0.0
62096A,8,106,13.25,140,Slow-Moving Products,Zone D,60.0,848,60,0.0
90030C,11,77,7.0,1269,Slow-Moving Products,Zone D,60.0,847,60,0.0
90108,12,70,5.833333333333333,1791,Slow-Moving Products,Zone D,60.0,840,60,0.0
23578,14,60,4.285714285714286,1266,Slow-Moving Products,Zone D,60.0,840,60,0.0
21348,6,140,23.333333333333332,452,Slow-Moving Products,Zone D,60.0,840,60,0.0
84741C,14,60,4.285714285714286,440,Slow-Moving Products,Zone D,60.0,840,60,0.0
37468,13,64,4.923076923076923,708,Slow-Moving Products,Zone D,60.0,832,60,0.0
71495A,8,103,12.875,1109,Slow-Moving Products,Zone D,60.0,824,60,0.0
23440,5,164,32.8,186,Slow-Moving Products,Zone D,60.0,820,60,0.0
21413,17,48,2.823529411764706,1634,Slow-Moving Products,Zone D,60.0,816,60,0.0
90214B,22,37,1.6818181818181819,1941,Active/Regular Products,Zone B,25.0,814,60,35.0
85198,9,90,10.0,564,Slow-Moving Products,Zone D,60.0,810,60,0.0
35815P,5,162,32.4,214,Slow-Moving Products,Zone D,60.0,810,60,0.0
90174,21,38,1.8095238095238095,2249,Active/Regular Products,Zone B,25.0,798,60,35.0
22830,6,131,21.833333333333332,176,Slow-Moving Products,Zone D,60.0,786,60,0.0
84352,23,34,1.4782608695652173,1044,Slow-Moving Products,Zone D,60.0,782,60,0.0
21280,12,65,5.416666666666667,514,Slow-Moving Products,Zone D,60.0,780,60,0.0
85188B,10,78,7.8,815,Slow-Moving Products,Zone D,60.0,780,60,0.0
47351B,9,86,9.555555555555555,422,Slow-Moving Products,Zone D,60.0,774,60,0.0
47369B,22,35,1.5909090909090908,2152,Active/Regular Products,Zone B,25.0,770,60,35.0
85130A,10,77,7.7,365,Slow-Moving Products,Zone D,60.0,770,60,0.0
90003C,24,32,1.3333333333333333,2418,Active/Regular Products,Zone B,25.0,768,60,35.0
84927E,13,59,4.214285714285714,939,Slow-Moving Products,Zone D,60.0,767,60,0.0
75172,8,93,11.625,230,Slow-Moving Products,Zone D,60.0,744,60,0.0
84725,18,41,2.2777777777777777,490,Slow-Moving Products,Zone D,60.0,738,60,0.0
23305,9,82,9.11111111111111,114,Slow-Moving Products,Zone D,60.0,738,60,0.0
84985A,18,41,2.1578947368421053,648,Slow-Moving Products,Zone D,60.0,738,60,0.0
90147,23,32,1.391304347826087,1898,Active/Regular Products,Zone B,25.0,736,60,35.0
85114a,15,49,3.2666666666666666,340,Slow-Moving Products,Zone D,60.0,735,60,0.0
84750B,12,61,5.083333333333333,341,Slow-Moving Products,Zone D,60.0,732,60,0.0
84846A,13,56,4.3076923076923075,1279,Slow-Moving Products,Zone D,60.0,728,60,0.0
23015,18,40,2.1052631578947367,733,Slow-Moving Products,Zone D,60.0,720,60,0.0
21364,24,30,1.25,1154,Slow-Moving Products,Zone D,60.0,720,60,0.0
72133,16,45,2.6470588235294117,1239,Slow-Moving Products,Zone D,60.0,720,60,0.0
85055,16,45,2.8125,1511,Slow-Moving Products,Zone D,60.0,720,60,0.0
84685,21,34,1.619047619047619,1733,Slow-Moving Products,Zone D,60.0,714,60,0.0
85049B,13,54,4.153846153846154,495,Slow-Moving Products,Zone D,60.0,702,60,0.0
84905,20,35,1.75,1537,Slow-Moving Products,Zone D,60.0,700,60,0.0
21686,20,35,1.75,744,Slow-Moving Products,Zone D,60.0,700,60,0.0
85161,20,35,1.6666666666666667,1631,Slow-Moving Products,Zone D,60.0,700,60,0.0
90184B,21,33,1.5714285714285714,1963,Active/Regular Products,Zone B,25.0,693,60,35.0
23626,16,43,2.6875,1945,Active/Regular Products,Zone B,25.0,688,60,35.0
20694,16,43,2.5294117647058822,1372,Slow-Moving Products,Zone D,60.0,688,60,0.0
84882,18,38,2.111111111111111,1634,Slow-Moving Products,Zone D,60.0,684,60,0.0
16254,17,40,2.3529411764705883,1546,Slow-Moving Products,Zone D,60.0,680,60,0.0
90175A,25,27,1.08,2192,Active/Regular Products,Zone B,25.0,675,60,35.0
85040a,21,32,1.5238095238095237,721,Slow-Moving Products,Zone D,60.0,672,60,0.0
35607B,7,96,13.714285714285714,250,Slow-Moving Products,Zone D,60.0,672,60,0.0
84907,23,29,1.2608695652173914,1629,Slow-Moving Products,Zone D,60.0,667,60,0.0
35819P,7,95,13.571428571428571,342,Slow-Moving Products,Zone D,60.0,665,60,0.0
90101,17,39,2.2941176470588234,2159,Active/Regular Products,Zone B,25.0,663,60,35.0
47369A,20,33,1.65,1982,Active/Regular Products,Zone B,25.0,660,60,35.0
84927D,14,47,3.357142857142857,1031,Slow-Moving Products,Zone D,60.0,658,60,0.0
21637,6,109,18.166666666666668,246,Slow-Moving Products,Zone D,60.0,654,60,0.0
23410,18,36,2.0,855,Slow-Moving Products,Zone D,60.0,648,60,0.0
23430,18,36,2.0,906,Slow-Moving Products,Zone D,60.0,648,60,0.0
85197,19,34,1.7894736842105263,717,Slow-Moving Products,Zone D,60.0,646,60,0.0
90129F,16,40,2.5,1786,Slow-Moving Products,Zone D,60.0,640,60,0.0
37489D,16,40,2.3529411764705883,469,Slow-Moving Products,Zone D,60.0,640,60,0.0
23611,16,40,2.5,1823,Slow-Moving Products,Zone D,60.0,640,60,0.0
23304,9,71,7.888888888888889,206,Slow-Moving Products,Zone D,60.0,639,60,0.0
84559a,22,29,1.3181818181818181,448,Slow-Moving Products,Zone D,60.0,638,60,0.0
23447,4,158,39.5,160,Slow-Moving Products,Zone D,60.0,632,60,0.0
23459,19,33,1.736842105263158,490,Slow-Moving Products,Zone D,60.0,627,60,0.0
90214P,16,39,2.4375,1816,Slow-Moving Products,Zone D,60.0,624,60,0.0
18098c,12,52,4.333333333333333,394,Slow-Moving Products,Zone D,60.0,624,60,0.0
21360,16,39,2.4375,673,Slow-Moving Products,Zone D,60.0,624,60,0.0
47013C,12,52,4.333333333333333,846,Slow-Moving Products,Zone D,60.0,624,60,0.0
20662,20,31,1.55,1911,Active/Regular Products,Zone B,25.0,620,60,35.0
84688,15,41,2.7333333333333334,1376,Slow-Moving Products,Zone D,60.0,615,60,0.0
84707B,18,34,1.8888888888888888,1597,Slow-Moving Products,Zone D,60.0,612,60,0.0
90198B,17,36,2.1176470588235294,1963,Active/Regular Products,Zone B,25.0,612,60,35.0
DCGSSGIRL,13,47,3.6153846153846154,1479,Slow-Moving Products,Zone D,60.0,611,60,0.0
84993a,19,32,1.6842105263157894,693,Slow-Moving Products,Zone D,60.0,608,60,0.0
90143,19,32,1.6842105263157894,1764,Slow-Moving Products,Zone D,60.0,608,60,0.0
21281,14,43,3.0714285714285716,1578,Slow-Moving Products,Zone D,60.0,602,60,0.0
84712B,20,30,1.5,1763,Slow-Moving Products,Zone D,60.0,600,60,0.0
84597C,13,46,3.5384615384615383,442,Slow-Moving Products,Zone D,60.0,598,60,0.0
84804B,6,99,16.5,164,Slow-Moving Products,Zone D,60.0,594,60,0.0
90129E,14,42,3.0,1934,Active/Regular Products,Zone B,25.0,588,60,35.0
72801G,13,45,3.4615384615384617,708,Slow-Moving Products,Zone D,60.0,585,60,0.0
90120B,15,39,2.6,2069,Active/Regular Products,Zone B,25.0,585,60,35.0
20664,18,32,1.7777777777777777,1540,Slow-Moving Products,Zone D,60.0,576,60,0.0
85014b,23,25,1.0869565217391304,783,Slow-Moving Products,Zone D,60.0,575,60,0.0
84874B,14,41,2.9285714285714284,962,Slow-Moving Products,Zone D,60.0,574,60,0.0
84461,14,41,2.9285714285714284,531,Slow-Moving Products,Zone D,60.0,574,60,0.0
21277,22,26,1.1818181818181819,762,Slow-Moving Products,Zone D,60.0,572,60,0.0
90118,19,30,1.5789473684210527,2179,Active/Regular Products,Zone B,25.0,570,60,35.0
90164B,15,38,2.533333333333333,2004,Active/Regular Products,Zone B,25.0,570,60,35.0
90160A,15,38,2.533333333333333,1442,Slow-Moving Products,Zone D,60.0,570,60,0.0
21473,21,27,1.2857142857142858,542,Slow-Moving Products,Zone D,60.0,567,60,0.0
17011F,7,81,11.571428571428571,702,Slow-Moving Products,Zone D,60.0,567,60,0.0
90014A,21,27,1.2857142857142858,1836,Slow-Moving Products,Zone D,60.0,567,60,0.0
21376,17,33,1.9411764705882353,1403,Slow-Moving Products,Zone D,60.0,561,60,0.0
90129C,16,35,2.1875,1849,Slow-Moving Products,Zone D,60.0,560,60,0.0
84804A,8,70,8.75,166,Slow-Moving Products,Zone D,60.0,560,60,0.0
79191D,16,35,2.1875,1957,Active/Regular Products,Zone B,25.0,560,60,35.0
20796,9,62,6.888888888888889,1371,Slow-Moving Products,Zone D,60.0,558,60,0.0
21269,19,29,1.5263157894736843,1089,Slow-Moving Products,Zone D,60.0,551,60,0.0
84872a,21,26,1.2380952380952381,458,Slow-Moving Products,Zone D,60.0,546,60,0.0
84510E,16,34,2.125,1521,Slow-Moving Products,Zone D,60.0,544,60,0.0
90173,17,32,1.8823529411764706,1961,Active/Regular Products,Zone B,25.0,544,60,35.0
90082A,18,30,1.6666666666666667,1770,Slow-Moving Products,Zone D,60.0,540,60,0.0
20795,11,49,4.454545454545454,1237,Slow-Moving Products,Zone D,60.0,539,60,0.0
90125C,7,77,11.0,810,Slow-Moving Products,Zone D,60.0,539,60,0.0
20835,8,67,8.375,693,Slow-Moving Products,Zone D,60.0,536,60,0.0
84534B,10,53,5.3,1400,Slow-Moving Products,Zone D,60.0,530,60,0.0
90214Y,8,66,8.25,1211,Slow-Moving Products,Zone D,60.0,528,60,0.0
90204,18,29,1.6111111111111112,1960,Active/Regular Products,Zone B,25.0,522,60,35.0
16207B,18,29,1.6111111111111112,1512,Slow-Moving Products,Zone D,60.0,522,60,0.0
22656,20,26,1.3,339,Slow-Moving Products,Zone D,60.0,520,60,0.0
90093,10,52,5.2,1324,Slow-Moving Products,Zone D,60.0,520,60,0.0
DCGSSBOY,11,47,4.2727272727272725,1508,Slow-Moving Products,Zone D,60.0,517,60,0.0
46138B,12,43,3.5833333333333335,464,Slow-Moving Products,Zone D,60.0,516,60,0.0
21657,17,30,1.7647058823529411,1162,Slow-Moving Products,Zone D,60.0,510,60,0.0
20666,17,30,1.7647058823529411,1584,Slow-Moving Products,Zone D,60.0,510,60,0.0
84226,10,51,5.1,325,Slow-Moving Products,Zone D,60.0,510,60,0.0
22987,5,102,20.4,125,Slow-Moving Products,Zone D,60.0,510,60,0.0
90145,18,28,1.5555555555555556,1658,Slow-Moving Products,Zone D,60.0,504,60,0.0
90161A,21,24,1.1428571428571428,2201,Active/Regular Products,Zone B,25.0,504,60,35.0
85114b,14,36,2.5714285714285716,625,Slow-Moving Products,Zone D,60.0,504,60,0.0
90030A,7,72,10.285714285714286,150,Slow-Moving Products,Zone D,60.0,504,60,0.0
20663,20,25,1.25,2024,Active/Regular Products,Zone B,25.0,500,60,35.0
90205A,16,31,1.9375,2109,Active/Regular Products,Zone B,25.0,496,60,35.0
85006,9,55,6.111111111111111,291,Slow-Moving Products,Zone D,60.0,495,60,0.0
20894,15,33,2.2,989,Slow-Moving Products,Zone D,60.0,495,60,0.0
47341B,11,45,4.090909090909091,614,Slow-Moving Products,Zone D,60.0,495,60,0.0
90214I,13,38,2.923076923076923,1528,Slow-Moving Products,Zone D,60.0,494,60,0.0
20898,13,38,2.7142857142857144,1318,Slow-Moving Products,Zone D,60.0,494,60,0.0
85017C,10,49,4.454545454545454,515,Slow-Moving Products,Zone D,60.0,490,60,0.0
90073,18,27,1.5,2108,Active/Regular Products,Zone B,25.0,486,60,35.0
85145,13,37,2.8461538461538463,382,Slow-Moving Products,Zone D,60.0,481,60,0.0
90022,20,24,1.2,2175,Active/Regular Products,Zone B,25.0,480,60,35.0
90003D,16,30,1.875,1843,Slow-Moving Products,Zone D,60.0,480,60,0.0
23143,16,30,1.875,1234,Slow-Moving Products,Zone D,60.0,480,60,0.0
90059D,19,25,1.3157894736842106,2168,Active/Regular Products,Zone B,25.0,475,60,35.0
23446,3,157,52.333333333333336,140,Slow-Moving Products,Zone D,60.0,471,60,0.0
23465,16,29,1.8125,999,Slow-Moving Products,Zone D,60.0,464,60,0.0
90103,16,29,1.8125,2054,Active/Regular Products,Zone B,25.0,464,60,35.0
85045,11,42,3.8181818181818183,389,Slow-Moving Products,Zone D,60.0,462,60,0.0
37489A,14,33,2.2,415,Slow-Moving Products,Zone D,60.0,462,60,0.0
84559b,20,23,1.15,581,Slow-Moving Products,Zone D,60.0,460,60,0.0
84466,10,46,4.6,353,Slow-Moving Products,Zone D,60.0,460,60,0.0
35001W,5,92,18.4,90,Slow-Moving Products,Zone D,60.0,460,60,0.0
85099f,10,46,4.6,201,Slow-Moving Products,Zone D,60.0,460,60,0.0
90175D,20,23,1.15,2113,Active/Regular Products,Zone B,25.0,460,60,35.0
48189,17,27,1.588235294117647,221,Slow-Moving Products,Zone D,60.0,459,60,0.0
84989A,17,27,1.588235294117647,753,Slow-Moving Products,Zone D,60.0,459,60,0.0
21614,9,51,5.666666666666667,388,Slow-Moving Products,Zone D,60.0,459,60,0.0
90160D,12,38,3.1666666666666665,811,Slow-Moving Products,Zone D,60.0,456,60,0.0
21720,8,57,7.125,284,Slow-Moving Products,Zone D,60.0,456,60,0.0
20701,18,25,1.3888888888888888,1562,Slow-Moving Products,Zone D,60.0,450,60,0.0
84910A,17,26,1.5294117647058822,1516,Slow-Moving Products,Zone D,60.0,442,60,0.0
84809A,8,55,6.875,463,Slow-Moving Products,Zone D,60.0,440,60,0.0
85216,8,55,6.875,414,Slow-Moving Products,Zone D,60.0,440,60,0.0
17012E,10,44,4.4,1509,Slow-Moving Products,Zone D,60.0,440,60,0.0
90205C,15,29,1.9333333333333333,2033,Active/Regular Products,Zone B,25.0,435,60,35.0
90099,16,27,1.6875,1094,Slow-Moving Products,Zone D,60.0,432,60,0.0
37462E,12,36,3.0,1734,Slow-Moving Products,Zone D,60.0,432,60,0.0
84358,13,33,2.5384615384615383,410,Slow-Moving Products,Zone D,60.0,429,60,0.0
84711A,17,25,1.4705882352941178,1434,Slow-Moving Products,Zone D,60.0,425,60,0.0
72811,8,53,6.625,920,Slow-Moving Products,Zone D,60.0,424,60,0.0
84906,12,35,2.9166666666666665,716,Slow-Moving Products,Zone D,60.0,420,60,0.0
90016B,19,22,1.1578947368421053,2027,Active/Regular Products,Zone B,25.0,418,60,35.0
84527,8,52,6.5,956,Slow-Moving Products,Zone D,60.0,416,60,0.0
46126A,8,52,6.5,499,Slow-Moving Products,Zone D,60.0,416,60,0.0
71510,8,52,6.5,490,Slow-Moving Products,Zone D,60.0,416,60,0.0
84875D,8,51,6.375,244,Slow-Moving Products,Zone D,60.0,408,60,0.0
85146,9,45,4.5,487,Slow-Moving Products,Zone D,60.0,405,60,0.0
90214F,15,27,1.8,1623,Slow-Moving Products,Zone D,60.0,405,60,0.0
90185A,13,31,2.3846153846153846,1595,Slow-Moving Products,Zone D,60.0,403,60,0.0
85167B,8,50,6.25,739,Slow-Moving Products,Zone D,60.0,400,60,0.0
85096,16,25,1.4705882352941178,1704,Slow-Moving Products,Zone D,60.0,400,60,0.0
90010E,16,25,1.5625,1950,Active/Regular Products,Zone B,25.0,400,60,35.0
21736,5,80,13.333333333333334,173,Slow-Moving Products,Zone D,60.0,400,60,0.0
21486,11,36,3.272727272727273,1560,Slow-Moving Products,Zone D,60.0,396,60,0.0
47593A,12,33,2.5384615384615383,558,Slow-Moving Products,Zone D,60.0,396,60,0.0
84247N,18,22,1.2222222222222223,768,Slow-Moving Products,Zone D,60.0,396,60,0.0
84686,8,49,6.125,243,Slow-Moving Products,Zone D,60.0,392,60,0.0
23303,6,65,10.833333333333334,50,Slow-Moving Products,Zone D,60.0,390,60,0.0
90185D,11,35,3.1818181818181817,881,Slow-Moving Products,Zone D,60.0,385,60,0.0
22833,5,76,15.2,403,Slow-Moving Products,Zone D,60.0,380,60,0.0
90190C,19,20,1.0526315789473684,2046,Active/Regular Products,Zone B,25.0,380,60,35.0
90164A,14,27,1.9285714285714286,1710,Slow-Moving Products,Zone D,60.0,378,60,0.0
84865,14,27,1.9285714285714286,924,Slow-Moving Products,Zone D,60.0,378,60,0.0
90059E,15,25,1.6666666666666667,2175,Active/Regular Products,Zone B,25.0,375,60,35.0
72812,11,34,3.090909090909091,1525,Slow-Moving Products,Zone D,60.0,374,60,0.0
90018B,17,22,1.2941176470588236,2089,Active/Regular Products,Zone B,25.0,374,60,35.0
37489B,12,31,2.5833333333333335,338,Slow-Moving Products,Zone D,60.0,372,60,0.0
90214V,14,26,1.8571428571428572,1593,Slow-Moving Products,Zone D,60.0,364,60,0.0
90177C,14,26,1.8571428571428572,2087,Active/Regular Products,Zone B,25.0,364,60,35.0
90125B,12,30,2.5,1438,Slow-Moving Products,Zone D,60.0,360,60,0.0
90160B,12,30,2.5,1333,Slow-Moving Products,Zone D,60.0,360,60,0.0
35913B,10,36,3.6,475,Slow-Moving Products,Zone D,60.0,360,60,0.0
37333,17,21,1.2352941176470589,725,Slow-Moving Products,Zone D,60.0,357,60,0.0
90183B,17,21,1.2352941176470589,2329,Active/Regular Products,Zone B,25.0,357,60,35.0
90184C,17,21,1.2352941176470589,1910,Active/Regular Products,Zone B,25.0,357,60,35.0
23038,8,44,5.5,1248,Slow-Moving Products,Zone D,60.0,352,60,0.0
23467,11,32,2.909090909090909,1313,Slow-Moving Products,Zone D,60.0,352,60,0.0
90177D,14,25,1.7857142857142858,2032,Active/Regular Products,Zone B,25.0,350,60,35.0
90031,7,50,7.142857142857143,720,Slow-Moving Products,Zone D,60.0,350,60,0.0
17090D,12,29,2.230769230769231,404,Slow-Moving Products,Zone D,60.0,348,60,0.0
84760S,8,43,4.777777777777778,302,Slow-Moving Products,Zone D,60.0,344,60,0.0
90165B,18,19,1.0555555555555556,2220,Active/Regular Products,Zone B,25.0,342,60,35.0
84859B,11,31,2.8181818181818183,1046,Slow-Moving Products,Zone D,60.0,341,60,0.0
90210A,10,34,3.4,1503,Slow-Moving Products,Zone D,60.0,340,60,0.0
90085,10,34,3.4,1422,Slow-Moving Products,Zone D,60.0,340,60,0.0
90104,12,28,2.3333333333333335,1681,Slow-Moving Products,Zone D,60.0,336,60,0.0
72132,12,28,2.3333333333333335,587,Slow-Moving Products,Zone D,60.0,336,60,0.0
90209A,4,84,21.0,170,Slow-Moving Products,Zone D,60.0,336,60,0.0
90186B,15,22,1.4666666666666666,1689,Slow-Moving Products,Zone D,60.0,330,60,0.0
90202A,15,22,1.4666666666666666,2114,Active/Regular Products,Zone B,25.0,330,60,35.0
90019B,18,18,1.0,2255,Active/Regular Products,Zone B,25.0,324,60,35.0
90003E,14,23,1.6428571428571428,2081,Active/Regular Products,Zone B,25.0,322,60,35.0
20667,16,20,1.25,1476,Slow-Moving Products,Zone D,60.0,320,60,0.0
90166,15,21,1.4,1973,Active/Regular Products,Zone B,25.0,315,60,35.0
22823,13,24,1.8461538461538463,493,Slow-Moving Products,Zone D,60.0,312,60,0.0
44236,6,52,7.428571428571429,269,Slow-Moving Products,Zone D,60.0,312,60,0.0
21460,11,28,2.5454545454545454,654,Slow-Moving Products,Zone D,60.0,308,60,0.0
72709,7,44,6.285714285714286,226,Slow-Moving Products,Zone D,60.0,308,60,0.0
17109D,5,61,12.2,277,Slow-Moving Products,Zone D,60.0,305,60,0.0
78033,8,38,4.75,98,Slow-Moving Products,Zone D,60.0,304,60,0.0
40046A,6,50,8.333333333333334,223,Slow-Moving Products,Zone D,60.0,300,60,0.0
90081C,15,20,1.3333333333333333,2057,Active/Regular Products,Zone B,25.0,300,60,35.0
90000D,14,21,1.5,1958,Active/Regular Products,Zone B,25.0,294,60,35.0
90059F,14,21,1.5,1985,Active/Regular Products,Zone B,25.0,294,60,35.0
90072,14,21,1.5,2135,Active/Regular Products,Zone B,25.0,294,60,35.0
90122A,14,21,1.5,1878,Slow-Moving Products,Zone D,60.0,294,60,0.0
90098,10,29,2.9,420,Slow-Moving Products,Zone D,60.0,290,60,0.0
20960,10,29,2.9,214,Slow-Moving Products,Zone D,60.0,290,60,0.0
21910,8,36,4.5,522,Slow-Moving Products,Zone D,60.0,288,60,0.0
84660c,16,18,1.125,555,Slow-Moving Products,Zone D,60.0,288,60,0.0
90210B,7,41,5.857142857142857,720,Slow-Moving Products,Zone D,60.0,287,60,0.0
23614,11,26,2.3636363636363638,1757,Slow-Moving Products,Zone D,60.0,286,60,0.0
90154,5,57,11.4,217,Slow-Moving Products,Zone D,60.0,285,60,0.0
20901,15,19,1.2666666666666666,1355,Slow-Moving Products,Zone D,60.0,285,60,0.0
35638B,5,57,11.4,488,Slow-Moving Products,Zone D,60.0,285,60,0.0
90202C,14,20,1.4285714285714286,2118,Active/Regular Products,Zone B,25.0,280,60,35.0
35922,10,28,2.8,330,Slow-Moving Products,Zone D,60.0,280,60,0.0
23603,14,20,1.4285714285714286,1831,Slow-Moving Products,Zone D,60.0,280,60,0.0
90070,14,20,1.4285714285714286,1740,Slow-Moving Products,Zone D,60.0,280,60,0.0
23442,7,40,5.0,279,Slow-Moving Products,Zone D,60.0,280,60,0.0
90185B,12,23,1.9166666666666667,1674,Slow-Moving Products,Zone D,60.0,276,60,0.0
90010A,15,18,1.2,1836,Slow-Moving Products,Zone D,60.0,270,60,0.0
21336,10,27,2.7,1148,Slow-Moving Products,Zone D,60.0,270,60,0.0
35637C,9,30,3.3333333333333335,537,Slow-Moving Products,Zone D,60.0,270,60,0.0
90162B,10,27,2.7,371,Slow-Moving Products,Zone D,60.0,270,60,0.0
84549,7,38,5.428571428571429,898,Slow-Moving Products,Zone D,60.0,266,60,0.0
47344B,6,44,7.333333333333333,281,Slow-Moving Products,Zone D,60.0,264,60,0.0
90122C,11,24,2.1818181818181817,1523,Slow-Moving Products,Zone D,60.0,264,60,0.0
90214T,11,24,2.1818181818181817,1291,Slow-Moving Products,Zone D,60.0,264,60,0.0
90191,10,26,2.6,1412,Slow-Moving Products,Zone D,60.0,260,60,0.0
84711B,13,20,1.5384615384615385,879,Slow-Moving Products,Zone D,60.0,260,60,0.0
90185C,10,26,2.6,1706,Slow-Moving Products,Zone D,60.0,260,60,0.0
20857,8,32,4.0,324,Slow-Moving Products,Zone D,60.0,256,60,0.0
90014B,15,17,1.1333333333333333,1669,Slow-Moving Products,Zone D,60.0,255,60,0.0
90144,14,18,1.2857142857142858,1824,Slow-Moving Products,Zone D,60.0,252,60,0.0
85014a,14,18,1.2857142857142858,636,Slow-Moving Products,Zone D,60.0,252,60,0.0
90082B,10,25,2.5,385,Slow-Moving Products,Zone D,60.0,250,60,0.0
72140E,8,31,3.875,292,Slow-Moving Products,Zone D,60.0,248,60,0.0
90133,13,19,1.4615384615384615,1829,Slow-Moving Products,Zone D,60.0,247,60,0.0
22415,13,19,1.4615384615384615,399,Slow-Moving Products,Zone D,60.0,247,60,0.0
21332,13,19,1.4615384615384615,794,Slow-Moving Products,Zone D,60.0,247,60,0.0
22929,13,19,1.4615384615384615,581,Slow-Moving Products,Zone D,60.0,247,60,0.0
84723,6,41,6.833333333333333,227,Slow-Moving Products,Zone D,60.0,246,60,0.0
17164B,9,27,3.0,300,Slow-Moving Products,Zone D,60.0,243,60,0.0
90202D,11,22,2.0,1814,Slow-Moving Products,Zone D,60.0,242,60,0.0
84522,12,20,1.6666666666666667,1236,Slow-Moving Products,Zone D,60.0,240,60,0.0
90165A,15,16,1.0666666666666667,2020,Active/Regular Products,Zone B,25.0,240,60,35.0
23629,10,24,2.4,1573,Slow-Moving Products,Zone D,60.0,240,60,0.0
21392,7,34,4.25,594,Slow-Moving Products,Zone D,60.0,238,60,0.0
37423,3,78,26.0,108,Slow-Moving Products,Zone D,60.0,234,60,0.0
21816,7,33,4.125,359,Slow-Moving Products,Zone D,60.0,231,60,0.0
84801A,5,46,9.2,113,Slow-Moving Products,Zone D,60.0,230,60,0.0
79026B,9,25,2.7777777777777777,288,Slow-Moving Products,Zone D,60.0,225,60,0.0
90083,9,25,2.7777777777777777,1741,Slow-Moving Products,Zone D,60.0,225,60,0.0
90028,14,16,1.1428571428571428,1776,Slow-Moving Products,Zone D,60.0,224,60,0.0
16162M,8,28,3.5,377,Slow-Moving Products,Zone D,60.0,224,60,0.0
