InvoiceNo,before_distance,after_distance,distance_saved,improvement_percent
562929,27,5.0,22.0,81.48148148148148
562930,45,9.0,36.0,80.0
562931,120,0.0,120.0,100.0
562932,237,14.0,223.0,94.09282700421942
562933,1163,49.0,1114.0,95.78675838349096
562934,798,31.0,767.0,96.11528822055138
562935,72,7.0,65.0,90.27777777777779
562936,110,5.0,105.0,95.45454545454545
562937,0,0.0,0.0,
562939,135,2.0,133.0,98.51851851851852
562940,11,0.0,11.0,100.0
562941,4,0.0,4.0,100.0
562942,18,0.0,18.0,100.0
562944,81,4.0,77.0,95.06172839506173
562946,4,0.0,4.0,100.0
562947,24,0.0,24.0,100.0
562948,5,0.0,5.0,100.0
562949,182,15.0,167.0,91.75824175824175
562950,83,7.0,76.0,91.56626506024097
562951,64,4.0,60.0,93.75
562955,1429,37.0,1392.0,97.4107767669699
562960,120,3.0,117.0,97.5
562963,42,0.0,42.0,100.0
562964,107,6.0,101.0,94.39252336448598
562965,138,6.0,132.0,95.65217391304348
562966,13,5.0,8.0,61.53846153846154
562967,18,0.0,18.0,100.0
562968,71,4.0,67.0,94.36619718309859
562973,43,0.0,43.0,100.0
562980,362,17.0,345.0,95.30386740331491
562984,250,0.0,250.0,100.0
562999,111,5.0,106.0,95.4954954954955
563011,25,0.0,25.0,100.0
563012,179,6.0,173.0,96.64804469273743
563013,56,10.0,46.0,82.14285714285714
563014,9,2.0,7.0,77.77777777777779
563016,204,4.0,200.0,98.0392156862745
563017,125,11.0,114.0,91.2
563018,72,7.0,65.0,90.27777777777779
563019,86,7.0,79.0,91.86046511627907
563020,91,5.0,86.0,94.5054945054945
563021,74,0.0,74.0,100.0
563022,245,0.0,245.0,100.0
563023,120,8.0,112.0,93.33333333333333
563024,43,0.0,43.0,100.0
563025,3,0.0,3.0,100.0
563026,98,10.0,88.0,89.79591836734694
563027,1,0.0,1.0,100.0
563028,15,0.0,15.0,100.0
563029,33,0.0,33.0,100.0
563030,44,0.0,44.0,100.0
563031,149,8.0,141.0,94.63087248322147
563032,84,0.0,84.0,100.0
563033,55,0.0,55.0,100.0
563034,68,11.0,57.0,83.82352941176471
563035,88,12.0,76.0,86.36363636363636
563036,88,0.0,88.0,100.0
563037,117,6.0,111.0,94.87179487179486
563038,32,1.0,31.0,96.875
563060,13,0.0,13.0,100.0
563061,125,1.0,124.0,99.2
563062,52,4.0,48.0,92.3076923076923
563070,90,8.0,82.0,91.11111111111111
563071,74,28.0,46.0,62.16216216216216
563073,82,4.0,78.0,95.1219512195122
563074,90,5.0,85.0,94.44444444444444
563075,26,0.0,26.0,100.0
563076,469,18.0,451.0,96.16204690831557
563078,89,5.0,84.0,94.3820224719101
563079,3,0.0,3.0,100.0
563080,6,0.0,6.0,100.0
563088,13,0.0,13.0,100.0
563089,58,2.0,56.0,96.55172413793103
563090,88,3.0,85.0,96.5909090909091
563091,74,6.0,68.0,91.8918918918919
563092,4,0.0,4.0,100.0
563093,617,23.0,594.0,96.27228525121556
563094,165,2.0,163.0,98.7878787878788
563095,65,6.0,59.0,90.76923076923077
563096,87,10.0,77.0,88.50574712643679
563097,50,5.0,45.0,90.0
563098,171,7.0,164.0,95.90643274853801
563099,7,0.0,7.0,100.0
563100,265,6.0,259.0,97.73584905660377
563103,42,0.0,42.0,100.0
563104,66,2.0,64.0,96.96969696969697
563110,87,5.0,82.0,94.25287356321839
563111,82,0.0,82.0,100.0
563112,77,4.0,73.0,94.8051948051948
563137,76,0.0,76.0,100.0
563147,15,0.0,15.0,100.0
563149,4,0.0,4.0,100.0
563150,52,5.0,47.0,90.38461538461539
563155,46,0.0,46.0,100.0
563160,1,0.0,1.0,100.0
563161,78,0.0,78.0,100.0
563162,42,0.0,42.0,100.0
563163,10,0.0,10.0,100.0
563164,9,0.0,9.0,100.0
563165,23,0.0,23.0,100.0
563166,49,11.0,38.0,77.55102040816327
563167,88,0.0,88.0,100.0
563168,55,13.0,42.0,76.36363636363637
563169,119,15.0,104.0,87.39495798319328
563170,70,9.0,61.0,87.14285714285714
563171,73,6.0,67.0,91.78082191780823
563172,57,0.0,57.0,100.0
563173,4,0.0,4.0,100.0
563174,101,6.0,95.0,94.05940594059405
563175,31,0.0,31.0,100.0
563176,40,0.0,40.0,100.0
563177,3,0.0,3.0,100.0
563178,66,0.0,66.0,100.0
563179,35,0.0,35.0,100.0
563180,48,0.0,48.0,100.0
563181,33,2.0,31.0,93.93939393939394
563182,32,0.0,32.0,100.0
563183,90,0.0,90.0,100.0
563184,96,16.0,80.0,83.33333333333334
563188,27,0.0,27.0,100.0
563189,94,5.0,89.0,94.68085106382979
563190,3,0.0,3.0,100.0
563191,68,8.0,60.0,88.23529411764706
563192,19,0.0,19.0,100.0
563193,820,35.0,785.0,95.73170731707317
563194,117,0.0,117.0,100.0
563195,769,39.0,730.0,94.92847854356306
563196,29,12.0,17.0,58.620689655172406
563198,27,6.0,21.0,77.77777777777779
563199,37,0.0,37.0,100.0
563200,140,1.0,139.0,99.28571428571429
563201,101,0.0,101.0,100.0
563202,4,0.0,4.0,100.0
563203,32,7.0,25.0,78.125
563204,18,0.0,18.0,100.0
563205,157,7.0,150.0,95.54140127388536
563206,47,7.0,40.0,85.1063829787234
563208,9,0.0,9.0,100.0
563209,212,9.0,203.0,95.75471698113208
563210,84,2.0,82.0,97.61904761904762
563211,80,11.0,69.0,86.25
563212,43,0.0,43.0,100.0
563213,183,14.0,169.0,92.34972677595628
563214,273,15.0,258.0,94.5054945054945
563215,31,6.0,25.0,80.64516129032258
563216,218,3.0,215.0,98.62385321100918
563217,43,0.0,43.0,100.0
563227,42,7.0,35.0,83.33333333333334
563228,23,0.0,23.0,100.0
563229,8,0.0,8.0,100.0
563230,180,0.0,180.0,100.0
563231,53,0.0,53.0,100.0
563233,5,0.0,5.0,100.0
563234,66,0.0,66.0,100.0
563235,1,0.0,1.0,100.0
563236,4,0.0,4.0,100.0
563237,85,0.0,85.0,100.0
563238,44,4.0,40.0,90.9090909090909
563239,82,6.0,76.0,92.6829268292683
563241,151,15.0,136.0,90.06622516556291
563242,60,2.0,58.0,96.66666666666667
563243,6,0.0,6.0,100.0
563245,86,0.0,86.0,100.0
563246,120,0.0,120.0,100.0
563247,20,0.0,20.0,100.0
563248,131,0.0,131.0,100.0
563250,11,2.0,9.0,81.81818181818183
563251,20,0.0,20.0,100.0
563252,61,0.0,61.0,100.0
563253,80,7.0,73.0,91.25
563254,5,0.0,5.0,100.0
563255,47,0.0,47.0,100.0
563256,137,0.0,137.0,100.0
563257,85,10.0,75.0,88.23529411764706
563259,19,5.0,14.0,73.68421052631578
563260,15,0.0,15.0,100.0
563261,11,0.0,11.0,100.0
563262,93,0.0,93.0,100.0
563264,55,0.0,55.0,100.0
563268,46,5.0,41.0,89.13043478260869
563288,159,4.0,155.0,97.48427672955975
563300,24,3.0,21.0,87.5
563328,119,6.0,113.0,94.9579831932773
563333,61,0.0,61.0,100.0
563345,51,0.0,51.0,100.0
563346,22,5.0,17.0,77.27272727272727
563347,57,0.0,57.0,100.0
563348,69,0.0,69.0,100.0
563349,133,5.0,128.0,96.2406015037594
563350,172,5.0,167.0,97.09302325581395
563351,185,0.0,185.0,100.0
563352,107,2.0,105.0,98.13084112149532
563353,190,15.0,175.0,92.10526315789474
563354,153,2.0,151.0,98.69281045751634
563355,134,5.0,129.0,96.26865671641791
563356,26,0.0,26.0,100.0
563357,5,0.0,5.0,100.0
563358,65,7.0,58.0,89.23076923076924
563360,147,8.0,139.0,94.5578231292517
563361,74,0.0,74.0,100.0
563362,71,0.0,71.0,100.0
563364,59,6.0,53.0,89.83050847457628
563365,5,0.0,5.0,100.0
563366,26,0.0,26.0,100.0
563367,57,0.0,57.0,100.0
563368,32,6.0,26.0,81.25
563369,85,5.0,80.0,94.11764705882352
563370,82,6.0,76.0,92.6829268292683
563371,37,6.0,31.0,83.78378378378379
563372,13,0.0,13.0,100.0
563373,23,0.0,23.0,100.0
563374,29,3.0,26.0,89.65517241379311
563376,195,11.0,184.0,94.35897435897435
563377,141,2.0,139.0,98.58156028368793
563381,34,0.0,34.0,100.0
563382,40,0.0,40.0,100.0
563383,3,0.0,3.0,100.0
563384,60,8.0,52.0,86.66666666666667
563404,378,15.0,363.0,96.03174603174604
563411,1,0.0,1.0,100.0
563425,72,0.0,72.0,100.0
563426,7,0.0,7.0,100.0
563427,143,10.0,133.0,93.00699300699301
563428,141,7.0,134.0,95.0354609929078
563429,74,5.0,69.0,93.24324324324324
563430,96,6.0,90.0,93.75
563431,44,0.0,44.0,100.0
563432,198,19.0,179.0,90.40404040404042
563434,90,2.0,88.0,97.77777777777777
563435,70,7.0,63.0,90.0
563436,2,0.0,2.0,100.0
563437,55,15.0,40.0,72.72727272727273
563438,28,4.0,24.0,85.71428571428571
563439,283,16.0,267.0,94.34628975265018
563440,80,0.0,80.0,100.0
563441,57,2.0,55.0,96.49122807017544
563442,109,22.0,87.0,79.81651376146789
563443,41,0.0,41.0,100.0
563444,318,19.0,299.0,94.0251572327044
563448,114,0.0,114.0,100.0
563450,66,9.0,57.0,86.36363636363636
563451,10,0.0,10.0,100.0
563454,30,0.0,30.0,100.0
563465,22,0.0,22.0,100.0
563467,18,0.0,18.0,100.0
563468,11,0.0,11.0,100.0
563476,68,10.0,58.0,85.29411764705883
563477,138,13.0,125.0,90.57971014492753
563480,3,0.0,3.0,100.0
563482,28,0.0,28.0,100.0
563498,85,0.0,85.0,100.0
563499,23,10.0,13.0,56.52173913043478
563500,126,0.0,126.0,100.0
563501,12,0.0,12.0,100.0
563502,116,9.0,107.0,92.24137931034483
563503,53,0.0,53.0,100.0
563504,44,5.0,39.0,88.63636363636364
563505,102,8.0,94.0,92.15686274509804
563506,30,0.0,30.0,100.0
563507,45,0.0,45.0,100.0
563508,46,7.0,39.0,84.78260869565217
563509,53,0.0,53.0,100.0
563510,50,0.0,50.0,100.0
563518,38,0.0,38.0,100.0
563522,118,0.0,118.0,100.0
563532,114,5.0,109.0,95.6140350877193
563533,210,11.0,199.0,94.76190476190476
563534,66,8.0,58.0,87.87878787878788
563538,289,18.0,271.0,93.77162629757785
563540,104,0.0,104.0,100.0
563543,174,5.0,169.0,97.12643678160919
563544,17,0.0,17.0,100.0
563545,3,0.0,3.0,100.0
563546,96,11.0,85.0,88.54166666666666
563547,86,0.0,86.0,100.0
563548,38,5.0,33.0,86.8421052631579
563549,740,30.0,710.0,95.94594594594594
563550,114,11.0,103.0,90.35087719298247
563551,94,0.0,94.0,100.0
563552,40,7.0,33.0,82.5
563555,304,7.0,297.0,97.69736842105263
563556,43,5.0,38.0,88.37209302325581
563557,647,4.0,643.0,99.38176197836167
563558,197,14.0,183.0,92.89340101522842
563559,3,0.0,3.0,100.0
563560,17,5.0,12.0,70.58823529411765
563561,34,8.0,26.0,76.47058823529412
563562,24,6.0,18.0,75.0
563563,41,5.0,36.0,87.8048780487805
563564,80,0.0,80.0,100.0
563565,462,16.0,446.0,96.53679653679653
563566,148,4.0,144.0,97.2972972972973
563567,98,0.0,98.0,100.0
563569,148,19.0,129.0,87.16216216216216
563571,90,6.0,84.0,93.33333333333333
563572,86,0.0,86.0,100.0
563573,7,0.0,7.0,100.0
563574,57,0.0,57.0,100.0
563575,10,0.0,10.0,100.0
563576,36,0.0,36.0,100.0
563578,95,0.0,95.0,100.0
563579,7,0.0,7.0,100.0
563580,267,9.0,258.0,96.62921348314607
563584,146,13.0,133.0,91.0958904109589
563585,264,10.0,254.0,96.21212121212122
563588,4,0.0,4.0,100.0
563589,59,0.0,59.0,100.0
563590,80,13.0,67.0,83.75
563597,1,0.0,1.0,100.0
563613,638,20.0,618.0,96.86520376175548
563614,406,17.0,389.0,95.8128078817734
563615,72,5.0,67.0,93.05555555555556
563616,17,0.0,17.0,100.0
563617,90,0.0,90.0,100.0
563618,4,0.0,4.0,100.0
563619,84,0.0,84.0,100.0
563620,52,0.0,52.0,100.0
563621,57,0.0,57.0,100.0
563622,44,0.0,44.0,100.0
563623,40,0.0,40.0,100.0
563626,119,0.0,119.0,100.0
563638,356,0.0,356.0,100.0
563656,77,5.0,72.0,93.5064935064935
563657,7,0.0,7.0,100.0
563658,31,0.0,31.0,100.0
563659,28,0.0,28.0,100.0
563660,2,0.0,2.0,100.0
563661,113,10.0,103.0,91.1504424778761
563662,109,0.0,109.0,100.0
563674,93,0.0,93.0,100.0
563680,81,6.0,75.0,92.5925925925926
563684,7,0.0,7.0,100.0
563685,32,0.0,32.0,100.0
563686,82,0.0,82.0,100.0
563687,14,5.0,9.0,64.28571428571429
563688,121,14.0,107.0,88.42975206611571
563689,71,10.0,61.0,85.91549295774648
563690,61,0.0,61.0,100.0
563691,125,0.0,125.0,100.0
563692,69,0.0,69.0,100.0
563694,38,0.0,38.0,100.0
563695,54,0.0,54.0,100.0
563696,42,0.0,42.0,100.0
563697,151,10.0,141.0,93.37748344370861
563698,83,0.0,83.0,100.0
563699,133,6.0,127.0,95.48872180451127
563703,72,2.0,70.0,97.22222222222221
563705,98,0.0,98.0,100.0
563706,118,2.0,116.0,98.30508474576271
563707,16,0.0,16.0,100.0
563708,60,5.0,55.0,91.66666666666666
563709,288,16.0,272.0,94.44444444444444
563710,5,0.0,5.0,100.0
563711,29,0.0,29.0,100.0
563712,85,0.0,85.0,100.0
563714,124,0.0,124.0,100.0
563717,15,0.0,15.0,100.0
563718,54,0.0,54.0,100.0
563719,9,0.0,9.0,100.0
563720,205,0.0,205.0,100.0
563721,52,0.0,52.0,100.0
563722,87,0.0,87.0,100.0
563723,64,9.0,55.0,85.9375
563726,35,0.0,35.0,100.0
563727,8,0.0,8.0,100.0
563728,53,0.0,53.0,100.0
563729,21,0.0,21.0,100.0
563730,120,5.0,115.0,95.83333333333334
563731,67,6.0,61.0,91.04477611940298
563732,34,5.0,29.0,85.29411764705883
563733,117,5.0,112.0,95.72649572649573
563734,117,7.0,110.0,94.01709401709401
563735,99,11.0,88.0,88.88888888888889
563736,15,0.0,15.0,100.0
563737,90,0.0,90.0,100.0
563738,53,2.0,51.0,96.22641509433963
563739,99,1.0,98.0,98.98989898989899
563740,6,0.0,6.0,100.0
563741,64,0.0,64.0,100.0
563742,4,0.0,4.0,100.0
563743,52,0.0,52.0,100.0
563744,57,0.0,57.0,100.0
563745,242,7.0,235.0,97.10743801652893
563746,75,14.0,61.0,81.33333333333333
563747,22,0.0,22.0,100.0
563748,97,4.0,93.0,95.87628865979381
563749,112,0.0,112.0,100.0
563750,84,0.0,84.0,100.0
563753,139,7.0,132.0,94.96402877697841
563754,66,0.0,66.0,100.0
563755,102,0.0,102.0,100.0
563756,152,4.0,148.0,97.36842105263158
563764,127,0.0,127.0,100.0
563771,112,0.0,112.0,100.0
563776,31,0.0,31.0,100.0
563808,98,5.0,93.0,94.89795918367348
563812,18,0.0,18.0,100.0
563818,17,11.0,6.0,35.294117647058826
563819,27,0.0,27.0,100.0
563820,4,0.0,4.0,100.0
563821,43,0.0,43.0,100.0
563822,41,0.0,41.0,100.0
563830,42,0.0,42.0,100.0
563831,11,0.0,11.0,100.0
563832,18,0.0,18.0,100.0
563833,61,4.0,57.0,93.44262295081968
563834,56,0.0,56.0,100.0
563835,33,5.0,28.0,84.84848484848484
563836,24,0.0,24.0,100.0
563837,69,5.0,64.0,92.7536231884058
563839,27,0.0,27.0,100.0
563840,31,0.0,31.0,100.0
563841,30,0.0,30.0,100.0
563842,92,12.0,80.0,86.95652173913044
563843,49,0.0,49.0,100.0
563844,84,0.0,84.0,100.0
563845,89,1.0,88.0,98.87640449438202
563846,15,0.0,15.0,100.0
563847,43,0.0,43.0,100.0
563848,200,4.0,196.0,98.0
563849,43,0.0,43.0,100.0
563850,13,0.0,13.0,100.0
563851,4,0.0,4.0,100.0
563852,19,0.0,19.0,100.0
563853,3,0.0,3.0,100.0
563854,137,10.0,127.0,92.7007299270073
563855,64,11.0,53.0,82.8125
563857,33,0.0,33.0,100.0
563858,71,2.0,69.0,97.1830985915493
563890,49,0.0,49.0,100.0
563891,5,0.0,5.0,100.0
563892,23,0.0,23.0,100.0
563893,22,0.0,22.0,100.0
563895,51,0.0,51.0,100.0
563896,39,8.0,31.0,79.48717948717949
563897,33,0.0,33.0,100.0
563898,12,0.0,12.0,100.0
563900,5,0.0,5.0,100.0
563901,8,0.0,8.0,100.0
563902,0,0.0,0.0,
563903,95,11.0,84.0,88.42105263157895
563904,6,0.0,6.0,100.0
563905,48,0.0,48.0,100.0
563906,105,17.0,88.0,83.80952380952381
563907,28,0.0,28.0,100.0
563908,67,6.0,61.0,91.04477611940298
563909,459,16.0,443.0,96.51416122004358
563910,16,8.0,8.0,50.0
563911,72,13.0,59.0,81.94444444444444
563912,154,13.0,141.0,91.55844155844156
563913,74,7.0,67.0,90.54054054054053
563914,67,0.0,67.0,100.0
563915,61,1.0,60.0,98.36065573770492
563916,20,5.0,15.0,75.0
563917,215,4.0,211.0,98.13953488372093
563919,14,3.0,11.0,78.57142857142857
563920,130,9.0,121.0,93.07692307692308
563921,9,0.0,9.0,100.0
563922,185,12.0,173.0,93.51351351351352
563923,30,0.0,30.0,100.0
563924,436,14.0,422.0,96.78899082568807
563925,126,6.0,120.0,95.23809523809523
563926,92,4.0,88.0,95.65217391304348
563927,58,0.0,58.0,100.0
563928,502,19.0,483.0,96.21513944223108
563929,67,0.0,67.0,100.0
563930,21,2.0,19.0,90.47619047619048
563931,157,13.0,144.0,91.71974522292994
563932,1,0.0,1.0,100.0
563933,214,1.0,213.0,99.53271028037383
563934,0,0.0,0.0,
563935,289,6.0,283.0,97.92387543252595
563936,37,0.0,37.0,100.0
563937,180,0.0,180.0,100.0
563938,9,0.0,9.0,100.0
563939,22,0.0,22.0,100.0
563940,155,15.0,140.0,90.32258064516128
563941,31,0.0,31.0,100.0
563942,38,0.0,38.0,100.0
563943,67,0.0,67.0,100.0
563944,212,9.0,203.0,95.75471698113208
563945,12,0.0,12.0,100.0
563946,78,4.0,74.0,94.87179487179486
563947,24,0.0,24.0,100.0
563949,20,0.0,20.0,100.0
563950,85,0.0,85.0,100.0
563951,36,8.0,28.0,77.77777777777779
563952,162,11.0,151.0,93.20987654320987
563953,62,11.0,51.0,82.25806451612904
563954,137,3.0,134.0,97.8102189781022
563955,14,0.0,14.0,100.0
563956,25,0.0,25.0,100.0
563981,5,0.0,5.0,100.0
563982,27,0.0,27.0,100.0
564016,50,5.0,45.0,90.0
564017,30,2.0,28.0,93.33333333333333
564018,13,0.0,13.0,100.0
564019,29,0.0,29.0,100.0
564020,95,0.0,95.0,100.0
564021,13,0.0,13.0,100.0
564022,51,7.0,44.0,86.27450980392157
564023,24,6.0,18.0,75.0
564034,68,18.0,50.0,73.52941176470588
564037,73,8.0,65.0,89.04109589041096
564038,34,0.0,34.0,100.0
564039,93,0.0,93.0,100.0
564040,7,0.0,7.0,100.0
564041,9,0.0,9.0,100.0
564042,90,0.0,90.0,100.0
564043,59,0.0,59.0,100.0
564044,62,0.0,62.0,100.0
564045,11,0.0,11.0,100.0
564046,1,2.0,-1.0,-100.0
564047,5,0.0,5.0,100.0
564048,1,2.0,-1.0,-100.0
564049,305,5.0,300.0,98.36065573770492
564050,188,15.0,173.0,92.02127659574468
564051,68,0.0,68.0,100.0
564052,146,0.0,146.0,100.0
564053,34,5.0,29.0,85.29411764705883
564054,18,0.0,18.0,100.0
564055,46,0.0,46.0,100.0
564056,146,8.0,138.0,94.52054794520548
564057,139,15.0,124.0,89.20863309352518
564058,49,0.0,49.0,100.0
564059,53,7.0,46.0,86.79245283018868
564060,231,11.0,220.0,95.23809523809523
564061,487,21.0,466.0,95.68788501026694
564062,63,0.0,63.0,100.0
564065,448,9.0,439.0,97.99107142857143
564066,69,0.0,69.0,100.0
564067,11,0.0,11.0,100.0
564075,29,0.0,29.0,100.0
564076,3,0.0,3.0,100.0
564077,52,0.0,52.0,100.0
564078,72,6.0,66.0,91.66666666666666
564079,129,0.0,129.0,100.0
564082,3,0.0,3.0,100.0
564083,53,5.0,48.0,90.56603773584906
564085,4,0.0,4.0,100.0
564086,3,0.0,3.0,100.0
564087,189,0.0,189.0,100.0
564088,52,5.0,47.0,90.38461538461539
564089,12,0.0,12.0,100.0
564090,120,12.0,108.0,90.0
564091,101,0.0,101.0,100.0
564092,54,0.0,54.0,100.0
564093,208,21.0,187.0,89.90384615384616
564095,36,0.0,36.0,100.0
564096,7,0.0,7.0,100.0
564109,3,0.0,3.0,100.0
564132,16,4.0,12.0,75.0
564133,31,5.0,26.0,83.87096774193549
564135,201,12.0,189.0,94.02985074626866
564136,75,7.0,68.0,90.66666666666666
564137,57,0.0,57.0,100.0
564139,170,14.0,156.0,91.76470588235294
564140,113,0.0,113.0,100.0
564141,334,5.0,329.0,98.50299401197606
564143,34,0.0,34.0,100.0
564144,102,0.0,102.0,100.0
564145,99,0.0,99.0,100.0
564146,22,0.0,22.0,100.0
564147,80,6.0,74.0,92.5
564148,21,0.0,21.0,100.0
564149,11,7.0,4.0,36.36363636363637
564150,237,10.0,227.0,95.78059071729957
564158,33,10.0,23.0,69.6969696969697
564159,13,4.0,9.0,69.23076923076923
564160,1,2.0,-1.0,-100.0
564161,51,0.0,51.0,100.0
564162,79,5.0,74.0,93.67088607594937
564163,4,0.0,4.0,100.0
564164,4,2.0,2.0,50.0
564165,152,9.0,143.0,94.07894736842105
564166,117,0.0,117.0,100.0
564167,170,15.0,155.0,91.17647058823529
564168,154,16.0,138.0,89.6103896103896
564169,11,0.0,11.0,100.0
564170,65,0.0,65.0,100.0
564171,7,0.0,7.0,100.0
564172,305,28.0,277.0,90.81967213114754
564173,156,4.0,152.0,97.43589743589743
564174,73,8.0,65.0,89.04109589041096
564181,68,13.0,55.0,80.88235294117648
564182,47,10.0,37.0,78.72340425531915
564184,150,8.0,142.0,94.66666666666667
564185,12,2.0,10.0,83.33333333333334
564186,118,0.0,118.0,100.0
564187,212,33.0,179.0,84.43396226415094
564188,47,0.0,47.0,100.0
564189,103,7.0,96.0,93.20388349514563
564190,84,5.0,79.0,94.04761904761905
564191,224,11.0,213.0,95.08928571428571
564192,73,0.0,73.0,100.0
564195,40,0.0,40.0,100.0
564196,3,0.0,3.0,100.0
564197,96,6.0,90.0,93.75
564198,64,0.0,64.0,100.0
564199,284,33.0,251.0,88.38028169014085
564200,94,6.0,88.0,93.61702127659575
564201,76,4.0,72.0,94.73684210526315
564202,7,0.0,7.0,100.0
564203,18,0.0,18.0,100.0
564205,5,0.0,5.0,100.0
564216,98,6.0,92.0,93.87755102040816
564219,32,2.0,30.0,93.75
564221,787,30.0,757.0,96.18805590851333
564222,12,0.0,12.0,100.0
564223,49,0.0,49.0,100.0
564224,102,1.0,101.0,99.01960784313727
564225,8,0.0,8.0,100.0
564226,45,0.0,45.0,100.0
564227,70,10.0,60.0,85.71428571428571
564228,18,4.0,14.0,77.77777777777779
564230,312,16.0,296.0,94.87179487179486
564231,31,0.0,31.0,100.0
564246,65,0.0,65.0,100.0
564248,23,2.0,21.0,91.30434782608695
564256,330,3.0,327.0,99.0909090909091
564268,75,0.0,75.0,100.0
564272,3,0.0,3.0,100.0
564300,151,26.0,125.0,82.78145695364239
564301,241,10.0,231.0,95.850622406639
564302,72,0.0,72.0,100.0
564303,99,0.0,99.0,100.0
564304,55,5.0,50.0,90.9090909090909
564305,163,4.0,159.0,97.54601226993866
564306,68,15.0,53.0,77.94117647058823
564307,52,0.0,52.0,100.0
564308,95,5.0,90.0,94.73684210526315
564309,15,0.0,15.0,100.0
564310,26,0.0,26.0,100.0
564311,15,0.0,15.0,100.0
564312,18,0.0,18.0,100.0
564313,33,0.0,33.0,100.0
564314,58,5.0,53.0,91.37931034482759
564315,106,0.0,106.0,100.0
564316,90,9.0,81.0,90.0
564317,102,0.0,102.0,100.0
564318,12,0.0,12.0,100.0
564319,112,0.0,112.0,100.0
564321,61,7.0,54.0,88.52459016393442
564322,89,7.0,82.0,92.13483146067416
564323,37,0.0,37.0,100.0
564324,110,0.0,110.0,100.0
564325,14,0.0,14.0,100.0
564326,18,0.0,18.0,100.0
564327,31,0.0,31.0,100.0
564328,77,0.0,77.0,100.0
564329,18,0.0,18.0,100.0
564330,45,6.0,39.0,86.66666666666667
564332,17,0.0,17.0,100.0
564333,14,2.0,12.0,85.71428571428571
564334,15,0.0,15.0,100.0
564335,391,8.0,383.0,97.9539641943734
564336,108,0.0,108.0,100.0
564337,56,0.0,56.0,100.0
564338,5,0.0,5.0,100.0
564339,12,0.0,12.0,100.0
564342,444,19.0,425.0,95.72072072072072
564346,258,11.0,247.0,95.73643410852713
564350,58,7.0,51.0,87.93103448275862
564351,59,0.0,59.0,100.0
564352,94,0.0,94.0,100.0
564353,339,9.0,330.0,97.34513274336283
564354,4,0.0,4.0,100.0
564355,118,2.0,116.0,98.30508474576271
564356,331,16.0,315.0,95.16616314199395
564357,29,0.0,29.0,100.0
564358,31,0.0,31.0,100.0
564359,189,0.0,189.0,100.0
564360,89,0.0,89.0,100.0
564361,6,0.0,6.0,100.0
564363,86,0.0,86.0,100.0
564364,8,4.0,4.0,50.0
564365,49,0.0,49.0,100.0
564366,78,7.0,71.0,91.02564102564102
564367,40,0.0,40.0,100.0
564369,13,0.0,13.0,100.0
564370,13,0.0,13.0,100.0
564371,75,6.0,69.0,92.0
564372,267,10.0,257.0,96.25468164794007
564373,47,0.0,47.0,100.0
564374,25,6.0,19.0,76.0
564375,93,0.0,93.0,100.0
564376,17,2.0,15.0,88.23529411764706
564377,44,0.0,44.0,100.0
564378,145,0.0,145.0,100.0
564379,68,7.0,61.0,89.70588235294117
564380,37,0.0,37.0,100.0
564381,5,0.0,5.0,100.0
564382,4,0.0,4.0,100.0
564383,15,0.0,15.0,100.0
564398,11,2.0,9.0,81.81818181818183
564419,3,0.0,3.0,100.0
564428,19,0.0,19.0,100.0
564429,28,0.0,28.0,100.0
564430,45,5.0,40.0,88.88888888888889
564431,5,0.0,5.0,100.0
564432,148,8.0,140.0,94.5945945945946
564433,64,0.0,64.0,100.0
564434,68,0.0,68.0,100.0
564436,196,14.0,182.0,92.85714285714286
564437,117,4.0,113.0,96.58119658119658
564438,81,10.0,71.0,87.65432098765432
564439,40,0.0,40.0,100.0
564440,31,0.0,31.0,100.0
564471,36,6.0,30.0,83.33333333333334
564473,53,10.0,43.0,81.13207547169812
564474,23,0.0,23.0,100.0
564475,19,0.0,19.0,100.0
564476,62,6.0,56.0,90.32258064516128
564477,15,0.0,15.0,100.0
564479,75,9.0,66.0,88.0
564480,63,7.0,56.0,88.88888888888889
564481,12,0.0,12.0,100.0
564482,68,3.0,65.0,95.58823529411765
564483,157,6.0,151.0,96.17834394904459
564484,62,4.0,58.0,93.54838709677419
564485,9,0.0,9.0,100.0
564489,144,15.0,129.0,89.58333333333334
564495,66,0.0,66.0,100.0
564496,61,5.0,56.0,91.80327868852459
564503,73,9.0,64.0,87.67123287671232
564507,43,6.0,37.0,86.04651162790698
564510,167,5.0,162.0,97.0059880239521
564516,270,15.0,255.0,94.44444444444444
564526,118,5.0,113.0,95.76271186440678
564529,3,0.0,3.0,100.0
564530,4,0.0,4.0,100.0
564531,80,5.0,75.0,93.75
564532,38,7.0,31.0,81.57894736842105
564534,73,0.0,73.0,100.0
564535,99,6.0,93.0,93.93939393939394
564536,178,6.0,172.0,96.62921348314607
564537,81,15.0,66.0,81.48148148148148
564538,25,0.0,25.0,100.0
564539,82,0.0,82.0,100.0
564540,40,0.0,40.0,100.0
564541,87,7.0,80.0,91.95402298850574
564542,29,7.0,22.0,75.86206896551724
564543,33,0.0,33.0,100.0
564544,44,0.0,44.0,100.0
564551,37,6.0,31.0,83.78378378378379
564552,174,5.0,169.0,97.12643678160919
564553,120,4.0,116.0,96.66666666666667
564554,75,0.0,75.0,100.0
