order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster,cluster_name
437,4365,9.988558352402746,3189,2,High-Volume Products
609,7258,11.917898193760262,3285,2,High-Volume Products
141,508,3.602836879432624,2399,0,Active/Regular Products
545,6013,11.03302752293578,3195,2,High-Volume Products
3,14,4.666666666666667,91,1,Slow-Moving Products
18,71,3.9444444444444446,1012,3,Low-Movement Products
111,583,5.252252252252252,2836,0,Active/Regular Products
96,537,5.59375,2767,0,Active/Regular Products
111,696,6.27027027027027,2858,0,Active/Regular Products
1,1,1.0,57,1,Slow-Moving Products
4,4,1.0,193,1,Slow-Moving Products
4,5,1.25,299,1,Slow-Moving Products
1,36,36.0,15,1,Slow-Moving Products
73,343,4.698630136986301,2611,0,Active/Regular Products
85,324,3.8117647058823527,2650,0,Active/Regular Products
105,918,8.742857142857142,2743,0,Active/Regular Products
115,1265,11.0,2506,2,High-Volume Products
2,27,13.5,156,1,Slow-Moving Products
429,4734,11.034965034965037,3004,2,High-Volume Products
459,3319,7.230936819172113,3217,2,High-Volume Products
334,1497,4.482035928143713,3121,0,Active/Regular Products
41,108,2.6341463414634148,243,3,Low-Movement Products
165,430,2.606060606060606,3069,0,Active/Regular Products
143,303,2.1188811188811187,3018,0,Active/Regular Products
1,1,1.0,1109,3,Low-Movement Products
1,1,1.0,1109,3,Low-Movement Products
313,1003,3.2044728434504792,3261,0,Active/Regular Products
255,936,3.6705882352941175,3223,0,Active/Regular Products
7,23,3.2857142857142856,288,3,Low-Movement Products
256,3229,12.61328125,3010,2,High-Volume Products
25,281,11.24,1103,0,Active/Regular Products
535,54951,102.71214953271028,3125,2,High-Volume Products
155,415,2.677419354838709,2655,0,Active/Regular Products
7,16,2.2857142857142856,303,3,Low-Movement Products
53,218,4.113207547169812,2440,0,Active/Regular Products
25,111,4.44,738,3,Low-Movement Products
31,138,4.451612903225806,1048,0,Active/Regular Products
2,13,6.5,162,1,Slow-Moving Products
1,5,5.0,19,1,Slow-Moving Products
3,24,8.0,201,1,Slow-Moving Products
1,5,5.0,32,1,Slow-Moving Products
2,8,4.0,132,1,Slow-Moving Products
111,10315,92.92792792792793,1992,2,High-Volume Products
41,123,3.0,1174,0,Active/Regular Products
10,51,5.1,325,3,Low-Movement Products
1,1,1.0,49,1,Slow-Moving Products
27,297,11.0,1613,0,Active/Regular Products
20,108,5.4,838,3,Low-Movement Products
48,140,2.9166666666666665,2071,0,Active/Regular Products
32,357,11.15625,1696,0,Active/Regular Products
9,22,2.4444444444444446,311,3,Low-Movement Products
19,128,6.7368421052631575,1541,0,Active/Regular Products
18,22,1.2222222222222223,768,3,Low-Movement Products
27,174,6.444444444444445,2051,0,Active/Regular Products
53,245,4.622641509433962,2352,0,Active/Regular Products
40,127,3.175,2020,0,Active/Regular Products
53,270,5.09433962264151,2542,0,Active/Regular Products
4,17,4.25,1246,3,Low-Movement Products
69,192,2.782608695652174,1579,0,Active/Regular Products
126,377,2.992063492063492,2726,0,Active/Regular Products
9,10,1.1111111111111112,891,3,Low-Movement Products
39,127,3.2564102564102564,1922,0,Active/Regular Products
43,504,11.72093023255814,1886,0,Active/Regular Products
40,645,16.125,1871,2,High-Volume Products
449,9461,21.07126948775056,3261,2,High-Volume Products
23,34,1.4782608695652173,1044,3,Low-Movement Products
82,424,5.170731707317073,2392,0,Active/Regular Products
13,33,2.5384615384615383,410,3,Low-Movement Products
20,78,3.9,635,3,Low-Movement Products
517,4311,8.338491295938104,3311,2,High-Volume Products
685,6332,9.243795620437956,3409,2,High-Volume Products
688,5799,8.428779069767442,3356,2,High-Volume Products
1,11,11.0,64,1,Slow-Moving Products
6,24,4.0,302,3,Low-Movement Products
3,61,20.33333333333333,133,1,Slow-Moving Products
284,2015,7.095070422535211,2955,2,High-Volume Products
2,12,6.0,51,1,Slow-Moving Products
3,8,2.6666666666666665,60,1,Slow-Moving Products
15,566,37.73333333333333,1306,2,High-Volume Products
21,54,2.571428571428572,1788,3,Low-Movement Products
16,74,4.625,587,3,Low-Movement Products
26,126,4.846153846153846,1304,0,Active/Regular Products
91,716,7.868131868131868,2524,0,Active/Regular Products
91,721,7.923076923076923,2216,0,Active/Regular Products
14,41,2.9285714285714284,531,3,Low-Movement Products
6,12,2.0,200,1,Slow-Moving Products
7,10,1.4285714285714286,283,3,Low-Movement Products
10,46,4.6,353,3,Low-Movement Products
7,13,1.8571428571428568,368,3,Low-Movement Products
2,7,3.5,61,1,Slow-Moving Products
22,39,1.7727272727272727,1373,3,Low-Movement Products
28,66,2.357142857142857,1199,3,Low-Movement Products
36,1631,45.30555555555556,602,2,High-Volume Products
30,56,1.8666666666666667,748,3,Low-Movement Products
25,56,2.24,1584,3,Low-Movement Products
230,896,3.895652173913044,3120,0,Active/Regular Products
79,217,2.7468354430379747,2384,0,Active/Regular Products
51,130,2.549019607843137,2481,0,Active/Regular Products
23,91,3.9565217391304346,1961,3,Low-Movement Products
66,517,7.833333333333333,2180,0,Active/Regular Products
68,104,1.5294117647058822,954,3,Low-Movement Products
4,5,1.25,399,3,Low-Movement Products
27,43,1.5925925925925926,871,3,Low-Movement Products
2,2,1.0,77,1,Slow-Moving Products
239,1196,5.00418410041841,3103,0,Active/Regular Products
54,132,2.4444444444444446,2501,0,Active/Regular Products
16,34,2.125,1521,3,Low-Movement Products
40,53,1.325,498,3,Low-Movement Products
23,40,1.7391304347826086,832,3,Low-Movement Products
1,1,1.0,42,1,Slow-Moving Products
88,512,5.818181818181818,2371,0,Active/Regular Products
126,471,3.738095238095238,2623,0,Active/Regular Products
80,554,6.925,2175,0,Active/Regular Products
12,20,1.6666666666666667,1236,3,Low-Movement Products
8,52,6.5,956,3,Low-Movement Products
29,147,5.068965517241379,1215,0,Active/Regular Products
28,155,5.535714285714286,1212,0,Active/Regular Products
10,53,5.3,1400,3,Low-Movement Products
2,2,1.0,144,1,Slow-Moving Products
21,399,19.0,836,2,High-Volume Products
155,1332,8.593548387096774,2904,2,High-Volume Products
341,3138,9.20234604105572,3241,2,High-Volume Products
178,2102,11.808988764044944,3078,2,High-Volume Products
4,14,3.5,341,3,Low-Movement Products
1,5,5.0,110,1,Slow-Moving Products
2,26,13.0,36,1,Slow-Moving Products
4,22,5.5,243,1,Slow-Moving Products
7,38,5.428571428571429,898,3,Low-Movement Products
1,1,1.0,54,1,Slow-Moving Products
2,13,6.5,124,1,Slow-Moving Products
81,333,4.111111111111111,2501,0,Active/Regular Products
5,5,1.0,371,3,Low-Movement Products
94,397,4.223404255319149,2865,0,Active/Regular Products
55,237,4.3090909090909095,2176,0,Active/Regular Products
22,29,1.318181818181818,448,3,Low-Movement Products
20,23,1.15,581,3,Low-Movement Products
3,3,1.0,78,1,Slow-Moving Products
35,96,2.742857142857143,1745,3,Low-Movement Products
38,94,2.473684210526316,1756,3,Low-Movement Products
147,12442,84.63945578231292,2959,2,High-Volume Products
65,294,4.523076923076923,2571,0,Active/Regular Products
19,85,4.473684210526316,1285,3,Low-Movement Products
1,1,1.0,30,1,Slow-Moving Products
98,467,4.76530612244898,2791,0,Active/Regular Products
4,14,3.5,146,1,Slow-Moving Products
17,66,3.882352941176471,1429,3,Low-Movement Products
165,389,2.357575757575757,2932,0,Active/Regular Products
90,187,2.077777777777778,2574,0,Active/Regular Products
30,144,4.8,1694,0,Active/Regular Products
22,76,3.4545454545454546,1650,3,Low-Movement Products
1,5,5.0,10,1,Slow-Moving Products
22,78,3.5454545454545454,1400,3,Low-Movement Products
522,5023,9.622605363984674,3319,2,High-Volume Products
79,564,7.139240506329114,2312,0,Active/Regular Products
435,3732,8.579310344827586,3254,2,High-Volume Products
245,1855,7.571428571428571,3113,2,High-Volume Products
68,568,8.352941176470589,2223,0,Active/Regular Products
172,1254,7.290697674418604,2705,2,High-Volume Products
5,7,1.4,254,1,Slow-Moving Products
6,10,1.6666666666666667,327,3,Low-Movement Products
12,16,1.3333333333333333,476,3,Low-Movement Products
1,3,3.0,48,1,Slow-Moving Products
1,1,1.0,57,1,Slow-Moving Products
5,41,8.2,158,1,Slow-Moving Products
13,46,3.5384615384615383,442,3,Low-Movement Products
99,1975,19.949494949494948,2837,2,High-Volume Products
25,53,2.12,1634,3,Low-Movement Products
20,93,4.65,1293,3,Low-Movement Products
3,6,2.0,274,1,Slow-Moving Products
1,1,1.0,58,1,Slow-Moving Products
1,2,2.0,23,1,Slow-Moving Products
9,14,1.5555555555555556,611,3,Low-Movement Products
3,3,1.0,70,1,Slow-Moving Products
1,2,2.0,38,1,Slow-Moving Products
42,478,11.38095238095238,1962,0,Active/Regular Products
35,449,12.82857142857143,1752,0,Active/Regular Products
10,20,2.0,378,3,Low-Movement Products
24,40,1.6666666666666667,1835,3,Low-Movement Products
5,6,1.2,55,1,Slow-Moving Products
83,116,1.3975903614457832,2499,0,Active/Regular Products
37,50,1.351351351351351,1762,3,Low-Movement Products
22,57,2.590909090909091,1519,3,Low-Movement Products
89,280,3.146067415730337,2614,0,Active/Regular Products
42,843,20.071428571428573,1530,2,High-Volume Products
40,707,17.675,1619,2,High-Volume Products
45,661,14.688888888888888,2107,2,High-Volume Products
2,4,2.0,71,1,Slow-Moving Products
2,2,1.0,263,1,Slow-Moving Products
16,18,1.125,555,3,Low-Movement Products
20,104,5.2,1864,0,Active/Regular Products
29,115,3.9655172413793114,2246,0,Active/Regular Products
14,71,5.071428571428571,1895,3,Low-Movement Products
1,1,1.0,39,1,Slow-Moving Products
1,1,1.0,133,1,Slow-Moving Products
34,272,8.0,1932,0,Active/Regular Products
17,105,6.176470588235294,445,3,Low-Movement Products
4,24,6.0,97,1,Slow-Moving Products
43,92,2.13953488372093,1931,3,Low-Movement Products
66,179,2.712121212121212,2473,0,Active/Regular Products
47,193,4.1063829787234045,2041,0,Active/Regular Products
2,9,4.5,70,1,Slow-Moving Products
13,142,10.923076923076923,935,0,Active/Regular Products
2,6,3.0,37,1,Slow-Moving Products
12,194,16.166666666666668,914,0,Active/Regular Products
21,34,1.619047619047619,1733,3,Low-Movement Products
8,49,6.125,243,1,Slow-Moving Products
31,81,2.6129032258064515,1482,3,Low-Movement Products
15,41,2.7333333333333334,1376,3,Low-Movement Products
2,3,1.5,39,1,Slow-Moving Products
4,242,60.5,30,1,Slow-Moving Products
583,7903,13.5557461406518,3356,2,High-Volume Products
1,12,12.0,7,1,Slow-Moving Products
4,8,2.0,157,1,Slow-Moving Products
10,16,1.6,406,3,Low-Movement Products
45,95,2.111111111111111,2365,0,Active/Regular Products
18,34,1.8888888888888888,1597,3,Low-Movement Products
19,62,3.263157894736842,1384,3,Low-Movement Products
11,20,1.818181818181818,499,3,Low-Movement Products
17,25,1.4705882352941178,1434,3,Low-Movement Products
13,20,1.5384615384615383,879,3,Low-Movement Products
20,30,1.5,1763,3,Low-Movement Products
3,16,5.333333333333333,141,1,Slow-Moving Products
6,41,6.833333333333333,227,1,Slow-Moving Products
18,41,2.2777777777777777,490,3,Low-Movement Products
2,2,1.0,213,1,Slow-Moving Products
2,22,11.0,64,1,Slow-Moving Products
2,11,5.5,64,1,Slow-Moving Products
14,60,4.285714285714286,440,3,Low-Movement Products
1,1,1.0,35,1,Slow-Moving Products
20,110,5.5,1357,3,Low-Movement Products
5,32,6.4,372,3,Low-Movement Products
5,32,6.4,372,3,Low-Movement Products
9,14,1.5555555555555556,1303,3,Low-Movement Products
61,204,3.344262295081968,2548,0,Active/Regular Products
1,24,24.0,21,1,Slow-Moving Products
12,61,5.083333333333333,341,3,Low-Movement Products
8,17,2.125,228,1,Slow-Moving Products
62,558,9.0,2530,0,Active/Regular Products
621,16401,26.41062801932367,3191,2,High-Volume Products
8,43,5.375,302,3,Low-Movement Products
57,601,10.543859649122806,1734,0,Active/Regular Products
14,146,10.428571428571429,376,3,Low-Movement Products
1,3,3.0,42,1,Slow-Moving Products
48,186,3.875,1518,0,Active/Regular Products
241,833,3.4564315352697097,2964,0,Active/Regular Products
48,176,3.6666666666666665,1411,0,Active/Regular Products
1,2,2.0,18,1,Slow-Moving Products
14,16,1.1428571428571428,560,3,Low-Movement Products
43,61,1.4186046511627908,1972,3,Low-Movement Products
124,256,2.064516129032258,2536,0,Active/Regular Products
12,17,1.4166666666666667,481,3,Low-Movement Products
4,23,5.75,314,1,Slow-Moving Products
3,11,3.6666666666666665,125,1,Slow-Moving Products
10,224,22.4,283,1,Slow-Moving Products
22,360,16.363636363636363,530,0,Active/Regular Products
11,127,11.545454545454543,290,3,Low-Movement Products
9,107,11.88888888888889,296,1,Slow-Moving Products
5,46,9.2,113,1,Slow-Moving Products
3,22,7.333333333333333,89,1,Slow-Moving Products
1,2,2.0,28,1,Slow-Moving Products
1,4,4.0,37,1,Slow-Moving Products
1,3,3.0,35,1,Slow-Moving Products
4,17,4.25,143,1,Slow-Moving Products
8,70,8.75,166,1,Slow-Moving Products
6,99,16.5,164,1,Slow-Moving Products
4,32,8.0,83,1,Slow-Moving Products
3,38,12.666666666666666,186,1,Slow-Moving Products
11,137,12.454545454545457,323,3,Low-Movement Products
20,308,15.4,671,0,Active/Regular Products
8,55,6.875,463,3,Low-Movement Products
1,18,18.0,47,1,Slow-Moving Products
38,166,4.368421052631579,2090,0,Active/Regular Products
10,13,1.3,249,3,Low-Movement Products
55,951,17.29090909090909,1407,2,High-Volume Products
99,1423,14.373737373737374,1645,2,High-Volume Products
62,811,13.080645161290322,1410,2,High-Volume Products
31,259,8.35483870967742,846,0,Active/Regular Products
40,935,23.375,1234,2,High-Volume Products
25,112,4.48,338,3,Low-Movement Products
2,2,1.0,52,1,Slow-Moving Products
31,1162,37.483870967741936,914,2,High-Volume Products
14,509,36.35714285714285,560,2,High-Volume Products
182,1099,6.038461538461538,3055,0,Active/Regular Products
268,2933,10.944029850746269,3152,2,High-Volume Products
535,5937,11.097196261682242,3187,2,High-Volume Products
6,6,1.0,1126,3,Low-Movement Products
9,14,1.5555555555555556,827,3,Low-Movement Products
48,172,3.583333333333333,1831,0,Active/Regular Products
13,56,4.307692307692308,1279,3,Low-Movement Products
11,20,1.818181818181818,710,3,Low-Movement Products
53,180,3.39622641509434,2433,0,Active/Regular Products
76,266,3.5,2161,0,Active/Regular Products
114,494,4.333333333333333,2319,0,Active/Regular Products
1,5,5.0,33,1,Slow-Moving Products
2,2,1.0,599,3,Low-Movement Products
1,4,4.0,23,1,Slow-Moving Products
1,24,24.0,12,1,Slow-Moving Products
10,98,9.8,594,3,Low-Movement Products
6,186,31.0,341,1,Slow-Moving Products
35,129,3.6857142857142855,2036,0,Active/Regular Products
11,31,2.8181818181818183,1046,3,Low-Movement Products
22,84,3.8181818181818175,1287,3,Low-Movement Products
14,27,1.9285714285714288,924,3,Low-Movement Products
25,44,1.76,1820,3,Low-Movement Products
28,46,1.6428571428571428,1786,3,Low-Movement Products
32,40,1.25,1582,3,Low-Movement Products
21,26,1.238095238095238,458,3,Low-Movement Products
2,2,1.0,53,1,Slow-Moving Products
14,41,2.9285714285714284,962,3,Low-Movement Products
20,131,6.55,1592,0,Active/Regular Products
8,51,6.375,244,1,Slow-Moving Products
33,218,6.606060606060606,2048,0,Active/Regular Products
16,128,8.0,1128,0,Active/Regular Products
4,40,10.0,358,1,Slow-Moving Products
21,144,6.857142857142857,1583,0,Active/Regular Products
18,96,5.333333333333333,1415,3,Low-Movement Products
1455,36362,24.99106529209622,3351,2,High-Volume Products
76,312,4.105263157894737,2185,0,Active/Regular Products
6,12,2.0,646,3,Low-Movement Products
18,38,2.111111111111111,1634,3,Low-Movement Products
78,301,3.858974358974359,2342,0,Active/Regular Products
26,38,1.4615384615384617,780,3,Low-Movement Products
19,46,2.421052631578948,758,3,Low-Movement Products
20,35,1.75,1537,3,Low-Movement Products
12,35,2.9166666666666665,716,3,Low-Movement Products
23,29,1.2608695652173914,1629,3,Low-Movement Products
17,26,1.5294117647058822,1516,3,Low-Movement Products
74,156,2.108108108108108,2297,0,Active/Regular Products
160,323,2.01875,3073,0,Active/Regular Products
124,273,2.2016129032258065,2710,0,Active/Regular Products
86,196,2.2790697674418605,2494,0,Active/Regular Products
23,217,9.434782608695652,2128,0,Active/Regular Products
29,223,7.689655172413793,1754,0,Active/Regular Products
27,184,6.814814814814815,1807,0,Active/Regular Products
29,58,2.0,1751,3,Low-Movement Products
48,115,2.395833333333333,2343,0,Active/Regular Products
5,11,2.2,229,1,Slow-Moving Products
6,9,1.5,389,3,Low-Movement Products
98,162,1.653061224489796,2922,0,Active/Regular Products
33,81,2.4545454545454546,1831,3,Low-Movement Products
3,10,3.333333333333333,115,1,Slow-Moving Products
10,15,1.5,424,3,Low-Movement Products
14,79,5.642857142857143,452,3,Low-Movement Products
35,604,17.257142857142856,1549,2,High-Volume Products
34,709,20.852941176470587,1616,2,High-Volume Products
39,968,24.82051282051282,1675,2,High-Volume Products
28,430,15.357142857142858,1867,2,High-Volume Products
18,50,2.7777777777777777,1246,3,Low-Movement Products
14,47,3.357142857142857,1031,3,Low-Movement Products
13,59,4.538461538461538,939,3,Low-Movement Products
44,299,6.795454545454546,1606,0,Active/Regular Products
65,2412,37.10769230769231,1444,2,High-Volume Products
51,133,2.607843137254902,2387,0,Active/Regular Products
49,177,3.612244897959184,2277,0,Active/Regular Products
83,710,8.55421686746988,1848,0,Active/Regular Products
347,10545,30.389048991354468,3032,2,High-Volume Products
905,19209,21.225414364640883,3395,2,High-Volume Products
347,8652,24.93371757925072,3099,2,High-Volume Products
290,4789,16.513793103448275,2893,2,High-Volume Products
120,3619,30.15833333333333,2794,2,High-Volume Products
93,475,5.10752688172043,2815,0,Active/Regular Products
82,451,5.5,2689,0,Active/Regular Products
26,92,3.5384615384615383,1929,3,Low-Movement Products
29,186,6.413793103448276,1969,0,Active/Regular Products
12,144,12.0,932,0,Active/Regular Products
1,4,4.0,62,1,Slow-Moving Products
1,3,3.0,1,1,Slow-Moving Products
98,267,2.724489795918368,2650,0,Active/Regular Products
2,2,1.0,71,1,Slow-Moving Products
104,317,3.048076923076923,2699,0,Active/Regular Products
55,157,2.8545454545454545,2265,0,Active/Regular Products
44,132,3.0,1987,0,Active/Regular Products
65,177,2.723076923076923,2257,0,Active/Regular Products
3,5,1.6666666666666667,250,1,Slow-Moving Products
3,3,1.0,159,1,Slow-Moving Products
6,8,1.3333333333333333,565,3,Low-Movement Products
1,1,1.0,39,1,Slow-Moving Products
210,558,2.657142857142857,3058,0,Active/Regular Products
457,6064,13.2691466083151,3214,2,High-Volume Products
537,8879,16.534450651769088,3270,2,High-Volume Products
50,201,4.02,980,0,Active/Regular Products
66,238,3.606060606060606,1019,0,Active/Regular Products
172,1761,10.238372093023257,2989,2,High-Volume Products
1,2,2.0,246,1,Slow-Moving Products
28,39,1.3928571428571428,741,3,Low-Movement Products
2,5,2.5,58,1,Slow-Moving Products
37,512,13.83783783783784,1870,2,High-Volume Products
1,1,1.0,12,1,Slow-Moving Products
728,12493,17.160714285714285,3280,2,High-Volume Products
6,19,3.1666666666666665,242,1,Slow-Moving Products
5,17,3.4,241,1,Slow-Moving Products
4,13,3.25,79,1,Slow-Moving Products
18,41,2.2777777777777777,648,3,Low-Movement Products
334,3051,9.134730538922156,3049,2,High-Volume Products
510,4311,8.452941176470588,3301,2,High-Volume Products
17,27,1.588235294117647,753,3,Low-Movement Products
25,42,1.68,236,3,Low-Movement Products
2,2,1.0,36,1,Slow-Moving Products
828,18189,21.967391304347824,3369,2,High-Volume Products
615,13319,21.65691056910569,3340,2,High-Volume Products
55,343,6.236363636363636,2289,0,Active/Regular Products
18,58,3.2222222222222223,579,3,Low-Movement Products
19,32,1.6842105263157894,693,3,Low-Movement Products
260,2573,9.896153846153846,2792,2,High-Volume Products
370,4214,11.389189189189189,2985,2,High-Volume Products
335,3783,11.292537313432836,2731,2,High-Volume Products
473,5103,10.788583509513742,3004,2,High-Volume Products
65,106,1.6307692307692307,926,3,Low-Movement Products
67,364,5.432835820895522,625,0,Active/Regular Products
62,284,4.580645161290323,248,0,Active/Regular Products
73,319,4.36986301369863,609,0,Active/Regular Products
9,55,6.111111111111111,291,3,Low-Movement Products
8,13,1.625,753,3,Low-Movement Products
278,1163,4.183453237410072,2895,0,Active/Regular Products
350,1910,5.457142857142857,3123,2,High-Volume Products
14,18,1.2857142857142858,636,3,Low-Movement Products
23,25,1.0869565217391304,783,3,Low-Movement Products
143,2180,15.244755244755243,2762,2,High-Volume Products
42,563,13.404761904761903,1803,2,High-Volume Products
8,16,2.0,1472,3,Low-Movement Products
158,1077,6.816455696202532,3026,0,Active/Regular Products
10,49,4.9,515,3,Low-Movement Products
7,12,1.7142857142857142,282,3,Low-Movement Products
33,414,12.545454545454543,1503,0,Active/Regular Products
36,512,14.22222222222222,1954,2,High-Volume Products
11,182,16.545454545454547,671,0,Active/Regular Products
22,85,3.863636363636364,1518,3,Low-Movement Products
13,105,8.076923076923077,325,3,Low-Movement Products
12,193,16.083333333333332,546,0,Active/Regular Products
9,12,1.3333333333333333,362,3,Low-Movement Products
38,329,8.657894736842104,2224,0,Active/Regular Products
39,321,8.23076923076923,1948,0,Active/Regular Products
11,79,7.181818181818182,685,3,Low-Movement Products
18,70,3.888888888888889,425,3,Low-Movement Products
4,10,2.5,179,1,Slow-Moving Products
8,24,3.0,209,1,Slow-Moving Products
6,15,2.5,268,1,Slow-Moving Products
7,16,2.2857142857142856,234,1,Slow-Moving Products
1,1,1.0,39,1,Slow-Moving Products
1,3,3.0,38,1,Slow-Moving Products
135,789,5.844444444444444,2721,0,Active/Regular Products
133,786,5.909774436090226,2698,0,Active/Regular Products
140,683,4.878571428571429,2853,0,Active/Regular Products
93,687,7.387096774193548,2619,0,Active/Regular Products
74,498,6.72972972972973,2072,0,Active/Regular Products
120,945,7.875,2678,0,Active/Regular Products
158,1129,7.1455696202531644,2747,0,Active/Regular Products
3,3,1.0,275,1,Slow-Moving Products
1,1,1.0,246,1,Slow-Moving Products
81,276,3.4074074074074074,2174,0,Active/Regular Products
70,619,8.842857142857143,2316,0,Active/Regular Products
130,1137,8.746153846153845,2616,2,High-Volume Products
2,2,1.0,142,1,Slow-Moving Products
1,1,1.0,65,1,Slow-Moving Products
1,1,1.0,122,1,Slow-Moving Products
60,211,3.5166666666666666,1976,0,Active/Regular Products
49,361,7.36734693877551,1701,0,Active/Regular Products
84,742,8.833333333333334,2133,0,Active/Regular Products
1,2,2.0,30,1,Slow-Moving Products
1,1,1.0,139,1,Slow-Moving Products
142,1061,7.471830985915493,2784,0,Active/Regular Products
162,704,4.345679012345679,3043,0,Active/Regular Products
172,806,4.686046511627907,3045,0,Active/Regular Products
67,305,4.552238805970149,2759,0,Active/Regular Products
29,40,1.3793103448275863,753,3,Low-Movement Products
164,888,5.414634146341464,2946,0,Active/Regular Products
35,137,3.914285714285714,1298,0,Active/Regular Products
21,32,1.5238095238095235,721,3,Low-Movement Products
11,42,3.8181818181818175,389,3,Low-Movement Products
2,3,1.5,174,1,Slow-Moving Products
261,1359,5.206896551724138,2866,0,Active/Regular Products
323,3001,9.291021671826623,3128,2,High-Volume Products
13,54,4.153846153846154,495,3,Low-Movement Products
224,1215,5.424107142857143,2911,0,Active/Regular Products
107,547,5.11214953271028,2010,0,Active/Regular Products
409,2860,6.992665036674817,3249,2,High-Volume Products
88,378,4.295454545454546,1922,0,Active/Regular Products
258,1608,6.232558139534884,2972,2,High-Volume Products
184,848,4.608695652173913,2989,0,Active/Regular Products
36,244,6.777777777777778,974,0,Active/Regular Products
2,2,1.0,205,1,Slow-Moving Products
1,1,1.0,281,1,Slow-Moving Products
2,2,1.0,81,1,Slow-Moving Products
42,109,2.595238095238096,982,3,Low-Movement Products
51,113,2.215686274509804,227,3,Low-Movement Products
317,1693,5.340694006309148,3100,0,Active/Regular Products
115,587,5.104347826086957,2710,0,Active/Regular Products
16,45,2.8125,1511,3,Low-Movement Products
128,411,3.2109375,2835,0,Active/Regular Products
162,2146,13.246913580246911,2907,2,High-Volume Products
159,1462,9.19496855345912,2725,2,High-Volume Products
30,215,7.166666666666667,1697,0,Active/Regular Products
519,1784,3.4373795761079,3144,0,Active/Regular Products
5,7,1.4,81,1,Slow-Moving Products
111,1041,9.37837837837838,2400,2,High-Volume Products
125,1290,10.32,2666,2,High-Volume Products
105,683,6.504761904761905,2607,0,Active/Regular Products
84,403,4.797619047619048,2427,0,Active/Regular Products
124,1932,15.580645161290322,2694,2,High-Volume Products
7,20,2.857142857142857,216,1,Slow-Moving Products
50,146,2.92,2045,0,Active/Regular Products
125,339,2.712,2734,0,Active/Regular Products
51,259,5.078431372549019,2458,0,Active/Regular Products
5,13,2.6,434,3,Low-Movement Products
2,27,13.5,132,1,Slow-Moving Products
88,708,8.045454545454545,2657,0,Active/Regular Products
90,640,7.111111111111111,2827,0,Active/Regular Products
48,150,3.125,2478,0,Active/Regular Products
16,25,1.5625,1704,3,Low-Movement Products
2089,48371,23.155098133078027,3513,2,High-Volume Products
933,13900,14.89817792068596,3361,2,High-Volume Products
812,17237,21.22783251231527,3267,2,High-Volume Products
10,46,4.6,201,1,Slow-Moving Products
28,143,5.107142857142857,1708,0,Active/Regular Products
17,201,11.823529411764708,1147,0,Active/Regular Products
20,649,32.45,1627,2,High-Volume Products
27,249,9.22222222222222,948,0,Active/Regular Products
1,12,12.0,28,1,Slow-Moving Products
57,1409,24.719298245614038,2245,2,High-Volume Products
56,649,11.589285714285714,2423,2,High-Volume Products
77,477,6.194805194805195,2666,0,Active/Regular Products
75,516,6.88,2474,0,Active/Regular Products
15,49,3.2666666666666666,340,3,Low-Movement Products
14,36,2.571428571428572,625,3,Low-Movement Products
35,162,4.628571428571429,887,0,Active/Regular Products
1,3,3.0,292,1,Slow-Moving Products
89,941,10.573033707865168,2610,2,High-Volume Products
10,146,14.6,915,0,Active/Regular Products
1,1,1.0,122,1,Slow-Moving Products
2198,37641,17.12511373976342,3562,2,High-Volume Products
67,292,4.358208955223881,1067,0,Active/Regular Products
39,93,2.3846153846153846,2246,0,Active/Regular Products
39,94,2.41025641025641,1895,3,Low-Movement Products
33,161,4.878787878787879,1911,0,Active/Regular Products
1,2,2.0,73,1,Slow-Moving Products
51,187,3.6666666666666665,2230,0,Active/Regular Products
31,119,3.838709677419355,2175,0,Active/Regular Products
15,80,5.333333333333333,1491,3,Low-Movement Products
65,207,3.1846153846153844,2594,0,Active/Regular Products
10,77,7.7,365,3,Low-Movement Products
62,834,13.451612903225806,2066,2,High-Volume Products
46,482,10.478260869565217,1586,0,Active/Regular Products
62,565,9.112903225806452,2011,0,Active/Regular Products
119,996,8.369747899159664,2621,2,High-Volume Products
172,623,3.622093023255814,3023,0,Active/Regular Products
50,193,3.86,2433,0,Active/Regular Products
206,850,4.12621359223301,3054,0,Active/Regular Products
110,545,4.954545454545454,2414,0,Active/Regular Products
75,529,7.053333333333334,1904,0,Active/Regular Products
211,1520,7.203791469194313,2781,2,High-Volume Products
8,8,1.0,304,3,Low-Movement Products
9,9,1.0,179,1,Slow-Moving Products
3,3,1.0,125,1,Slow-Moving Products
8,19,2.375,245,1,Slow-Moving Products
45,65,1.4444444444444444,1931,3,Low-Movement Products
67,106,1.582089552238806,2267,0,Active/Regular Products
53,71,1.339622641509434,2086,3,Low-Movement Products
2,2,1.0,118,1,Slow-Moving Products
36,52,1.4444444444444444,1930,3,Low-Movement Products
39,120,3.076923076923077,806,3,Low-Movement Products
41,220,5.365853658536586,973,0,Active/Regular Products
13,37,2.8461538461538463,382,3,Low-Movement Products
9,45,5.0,487,3,Low-Movement Products
478,4037,8.44560669456067,3250,2,High-Volume Products
677,8246,12.180206794682425,3270,2,High-Volume Products
47,453,9.638297872340424,1134,0,Active/Regular Products
59,622,10.542372881355933,1161,0,Active/Regular Products
1,6,6.0,2,1,Slow-Moving Products
16,106,6.625,915,3,Low-Movement Products
